,26-Jun-2025
The Nifty witnessed an intraday movement of about 305.4 points.The closing index was 1.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118579.67
, Traded Quantity (in Lakhs), 44604.74
, Number of Trades, 34221161
, Total Market Capitalisation (Rs. Crores), 45516258.62

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CANTABIL,EQ,       262.39,                 34437093.34,131157
,CAPACITE,EQ,       331.10,                 96143303.60,291735
,CAPINVIT,IV,        78.48,                 23575226.18,301220
,CAPITALSFB,EQ,       294.80,                 15022159.80,50762
,CAPLIPOINT,EQ,      2080.20,                103015059.70,49085
,CAPTRU-RE,BE,          .03,                    23721.51,790717
,CAPTRUST,BE,        71.85,                 11694704.06,160559
,CARBORUNIV,EQ,       962.40,                266718632.20,276146
,CARERATING,EQ,      1754.80,                199691344.50,112344
,CARRARO,EQ,       433.45,                 23353781.15,53729
,CARTRADE,EQ,      1579.90,                416126957.00,259591
,CARYSIL,EQ,       854.75,                 61298093.80,70962
,CASHIETF,EQ,      1016.48,                284466564.24,279852
,CASTROLIND,EQ,       214.19,                441314439.54,2060482
,CBAZAAR,SM,         5.75,                    46000.00,8000
,CCCL,EQ,        19.28,                  5187741.99,265767
,CCHHL,EQ,        17.11,                   808663.16,47504
,CCL,EQ,       837.60,                138361682.60,164138
,CDSL,EQ,      1746.80,               4948152265.60,2840860
,CEATLTD,EQ,      3570.90,                390798378.70,108746
,CEIGALL,EQ,       253.03,                 75447316.78,296388
,CELEBRITY,EQ,        14.11,                  5918689.01,415286
,CELLECOR,ST,        38.60,                 71522850.00,1854000
,CELLO,EQ,       606.15,                312164907.05,515905
,CELLPOINT,SM,        18.95,                    66780.00,3600
,CENTENKA,EQ,       506.70,                  7893932.00,15495
,CENTEXT,EQ,        20.18,                  2754538.81,134908
,CENTRALBK,EQ,        38.74,                228496042.32,5893700
,CENTRUM,BE,        32.08,                  6457088.45,203046
,CENTUM,EQ,      2376.80,                115891075.00,50420
,CENTURYPLY,EQ,       739.55,                 19034377.70,25690
,CERA,EQ,      6596.50,                264417519.00,39799
,CEREBRAINT,BZ,         6.52,                    11377.40,1745
,CESC,EQ,       173.19,                899765200.88,5204325
,CEWATER,EQ,       583.05,                 18586532.75,31658
,CGCL,EQ,       170.73,                819561098.49,4778209
,CGRAPHICS,SM,       198.70,                 11487560.00,57600
,CHALET,EQ,       916.45,                 56723523.15,61970
,CHAMBLFERT,EQ,       557.90,                753244001.55,1356241
,CHAMUNDA,ST,        42.70,                   513450.00,12000
,CHANDAN,SM,       196.10,                 11657560.00,59200
,CHAVDA,SM,       127.00,                  2022750.00,16000
,CHEMBOND,BE,       230.73,                  1993436.26,8573
,CHEMCON,EQ,       203.22,                 10712675.58,52947
,CHEMFAB,EQ,       755.50,                  1392249.85,1840
,CHEMPLASTS,EQ,       426.70,                 10379306.85,24304
,CHENNPETRO,EQ,       671.55,               1645191939.55,2432976
,CHETANA,SM,        88.50,                   564640.00,6400
,CHEVIOT,EQ,      1098.00,                  1027981.60,935
,CHOICEIN,EQ,       715.30,                412196314.90,576807
,CHOLAHLDNG,EQ,      2045.30,                297011336.00,145585
,CIEINDIA,EQ,       444.50,                 95098405.10,213749
,CIFC28,NB,      1144.20,                    75517.20,66
,CIFCZC25,ND,      1120.00,                   135520.00,121
,CIFL,EQ,        42.39,                 16899590.06,400605
,CIGNITITEC,EQ,      1766.30,                142355664.60,81030
,CINELINE,EQ,        89.47,                   261307.69,2892
,CINEVISTA,BE,        18.74,                  1946127.57,102559
,CLEAN,EQ,      1473.10,                 97160132.10,65564
,CLEDUCATE,EQ,        89.77,                  3728435.20,41243
,CLSEL,EQ,       346.80,                 10238209.15,29509
,CLSL,SM,        52.75,                   726500.00,14000
,CMNL,SM,       157.10,                  4050900.00,25500
,CMRSL,SM,        90.15,                   426320.00,4800
,CMSINFO,EQ,       492.20,                 78527072.55,159615
,COASTCORP,EQ,        38.15,                  1429246.23,37474
,COCHINSHIP,EQ,      2091.20,               6424560768.60,3050446
,COFFEEDAY,EQ,        37.67,                 77770943.97,2093159
,COFORGE,EQ,      1888.00,               4740584655.00,2528144
,COHANCE,EQ,      1002.00,                105953387.00,106218
,COLPAL,EQ,      2375.70,               2845681086.80,1200717
,COMMITTED,ST,       239.00,                  1494440.00,6400
,COMMOIETF,EQ,        89.81,                 15193169.98,170014
,COMPINFO,BZ,         1.85,                    45977.12,25049
,COMPUSOFT,EQ,        22.13,                  1925743.31,86235
,COMSYN,EQ,       136.85,                 44817866.21,332569
,CONCOR,EQ,       754.20,               1382759952.75,1839503
,CONCORDBIO,EQ,      1798.60,                237607288.40,131004
,CONFIPET,EQ,        55.39,                 90775609.68,1623929
,CONS,EQ,       120.60,                  1046315.44,8700
,CONSOFINVT,EQ,       203.93,                  1509629.30,7337
,CONSUMBEES,EQ,       131.02,                 26149834.48,200208
,CONSUMER,EQ,        11.83,                  1446551.33,122596
,CONSUMIETF,EQ,       121.74,                 12443864.41,102561
,CONTI,SM,        24.50,                   327467.25,13332
,CONTROLPR,EQ,       790.55,                 19394886.00,24496
,COOLCAPS,SM,       804.00,                  8502525.00,10500
,CORALFINAC,EQ,        46.07,                   358302.83,7719
,CORDSCABLE,EQ,       205.95,                 18183871.54,88297
,COROMANDEL,EQ,      2279.10,               1018517002.70,442876
,COSMOFIRST,EQ,      1164.00,                202325461.60,171315
,COUNCODOS,BE,         7.05,                   186296.73,26424
,CPCAP,EQ,       160.04,                   955821.18,5962
,CPS,ST,       795.25,                   238575.00,300
,CPSEETF,EQ,        93.54,                121921263.89,1309098
,CRAFTSMAN,EQ,      5472.00,                279407210.00,50772
,CRAYONS,ST,        47.80,                    47800.00,1000
,CREATIVE,EQ,       698.00,                 21985421.85,31404
,CREATIVEYE,BE,        10.08,                   304053.81,30203
,CREDITACC,EQ,      1186.60,                165302436.80,138147
,CREST,EQ,       403.95,                  3275996.55,8072
,CRISIL,EQ,      5947.00,                177382873.50,30043
,CROMPTON,EQ,       357.75,               1073511181.60,3027870
,CROWN,EQ,       189.90,                  6409112.91,33957
,CSBBANK,EQ,       393.20,                409962872.85,1029371
,CSLFINANCE,EQ,       333.45,                  3272423.60,9765
,CTE,BE,        44.90,                    22531.04,504
,CUB,EQ,       205.13,                720594490.14,3540311
,CUBEINVIT,IV,       127.50,               2569050000.00,20150000
,CUBEXTUB,EQ,       105.92,                  2694362.61,25497
,CUMMINSIND,EQ,      3364.60,               2812004639.60,835384
,CUPID,EQ,       103.95,                303521647.51,2905875
,CURAA,BE,       151.33,                      302.66,2
,CYBERMEDIA,EQ,        17.41,                   240817.01,13815
,CYBERTECH,BE,       163.00,                  1055036.40,6444
,CYIENT,EQ,      1295.50,                760523714.00,590491
,CYIENTDLM,EQ,       470.10,                 36090727.70,76570
,DALBHARAT,EQ,      2191.80,               1576659666.70,727820
,DALMIASUG,EQ,       410.65,                 18871608.60,45929
,DAMCAPITAL,EQ,       252.60,                131095027.10,518203
,DAMODARIND,EQ,        35.75,                   179539.63,5016
,DANGEE,BE,         4.34,                   440080.77,101294
,DANISH,SM,      1108.45,                 45472710.00,40650
,DATAMATICS,EQ,       628.45,                 70355336.35,112155
,DATAPATTNS,EQ,      2862.50,               1671741706.10,584660
,DAVANGERE,EQ,         3.38,                  6098435.99,1802322
,DBCORP,EQ,       272.90,                 21848617.10,79534
,DBEIL,EQ,       146.25,                 94333282.03,637365
,DBL,EQ,       511.15,                548417499.10,1054727
,DBOL,BE,        80.85,                   531200.06,6520
,DBREALTY,EQ,       232.67,               1484805714.19,6465701
,DBSTOCKBRO,EQ,        33.44,                  3124958.93,92836
,DCAL,BE,       245.85,                 23923611.15,97612
,DCBBANK,EQ,       143.39,                242696073.70,1685181
,DCCL,SM,        55.00,                  4204100.00,78000
,DCG,SM,        67.45,                   161940.00,2400
,DCI,EQ,       289.30,                  5902438.65,20543
,DCM,EQ,       109.53,                  8333562.86,77116
,DCMFINSERV,BE,         6.98,                   114612.42,16644
,DCMNVL,EQ,       177.83,                   823507.96,4617
,DCMSHRIRAM,EQ,      1202.30,                 52519788.50,43623
,DCMSRIND,EQ,       167.91,                  5578563.46,33387
,DCW,EQ,        80.31,                114566363.24,1431309
,DCXINDIA,EQ,       276.10,               1345649361.35,4798600
,DDEVPLSTIK,EQ,       271.15,                 19941113.80,73234
,DECCANCE,EQ,       898.85,                185953700.75,203875
,DECCANTRAN,SM,        36.90,                   177000.00,4800
,DEEDEV,EQ,       313.15,                190600777.15,591288
,DEEM,SM,        60.60,                    60600.00,1000
,DEEPAKFERT,EQ,      1594.40,                497798052.90,311165
,DEEPAKNTR,EQ,      1969.40,                330084433.60,168289
,DEEPINDS,EQ,       450.90,                107011611.30,237373
,DELAPLEX,SM,       154.25,                  1483110.00,9600
,DELHIVERY,EQ,       384.80,               1177877756.90,3051419
,DELPHIFX,EQ,       150.63,                   818158.15,5375
,DELTACORP,EQ,        90.05,                105154353.40,1161817
,DELTAMAGNT,BE,        96.75,                   419330.23,4361
,DELTIC,ST,        74.55,                   590000.00,8000
,DEN,EQ,        38.10,                 51146814.16,1334028
,DENEERS,SM,       330.45,                  2206890.00,6600
,DENORA,EQ,       867.25,                  2695411.25,3098
,DENTA,EQ,       293.20,                 48227183.35,161922
,DENTALKART,SM,       618.90,                  3401337.50,5500
,DESTINY,ST,        92.25,                   552750.00,6000
,DEVIT,EQ,       108.26,                  2928163.93,26933
,DEVYANI,EQ,       171.87,                121081269.36,704313
,DGCONTENT,EQ,        44.94,                  1981677.94,43665
,DHAMPURSUG,EQ,       154.94,                 48358116.50,312001
,DHANBANK,EQ,        29.44,                 17245979.17,583742
,DHANI,EQ,        69.22,                272989607.80,3931702
,DHANLAXMI,SM,        47.00,                   190300.00,4000
,DHANUKA,EQ,      1643.00,                 66639925.90,40127
,DHARAN,BE,          .45,                 11729192.71,25692939
,DHARMAJ,BE,       329.66,                 49515645.90,150609
,DHRUV,BE,        63.86,                   176587.96,2757
,DHTL,ST,        52.20,                    83520.00,1600
,DHUNINV,EQ,      1517.90,                  2429396.50,1606
,DIACABS,EQ,       128.28,               2129640817.44,16908686
,DIAMINESQ,EQ,       442.00,                  9491144.05,21341
,DIAMONDYD,EQ,      1034.80,                 58701393.80,56486
,DICIND,EQ,       650.40,                  6517032.30,10106
,DIFFNKG,EQ,       317.55,                 29928534.50,93247
,DIGIDRIVE,EQ,        30.91,                   884039.40,28580
,DIGIKORE,SM,       189.95,                  1665690.00,8800
,DIGISPICE,EQ,        23.31,                  1836477.45,78931
,DIGITIDE,EQ,       215.06,                121860175.06,557157
,DIGJAMLMTD,BE,        33.50,                    91456.20,2710
,DIL,BE,         2.42,                   846857.55,348199
,DISHTV,BE,         4.93,                  4215102.24,852682
,DIVGIITTS,EQ,       587.65,                  2551018.25,4317
,DIVINEHIRA,ST,        51.75,                   166000.00,3200
,DIVOPPBEES,EQ,        79.17,                  4528932.09,57440
,DIVYADHAN,ST,        52.85,                   407900.00,8000
,DIXON,EQ,     14315.00,              10370212804.00,730817
,DJML,EQ,       101.54,                   514726.05,5067
,DKEGL,SM,        69.95,                   409350.00,6000
,DLINKINDIA,EQ,       539.40,                 71278598.40,132070
,DMCC,EQ,       261.20,                  7470947.45,28540
,DNAMEDIA,EQ,         4.92,                   161708.32,32756
,DODLA,EQ,      1446.00,                185799004.70,128577
,DOLATALGO,EQ,       101.14,                 27761913.77,275684
,DOLLAR,EQ,       383.35,                 30851030.10,80820
,DOLLEX,SM,        38.75,                  1239800.00,32000
,DOLPHIN,EQ,       407.05,                  5356354.25,13185
,DOMS,EQ,      2490.20,                111551545.30,44757
,DONEAR,EQ,       108.20,                  7293536.38,66890
,DPABHUSHAN,EQ,      1471.10,                  4911718.80,3325
,DPEL,ST,       135.25,                   405750.00,3000
,DPSCLTD,EQ,        13.28,                  3116477.62,234100
,DPWIRES,EQ,       236.15,                  3895350.65,16575
,DRCSYSTEMS,BE,        19.30,                  1225244.78,63516
,DREAMFOLKS,EQ,       229.90,                 60722360.55,263893
,DREDGECORP,EQ,       700.95,                 28921912.15,40960
,DRONE,ST,       108.15,                  4628625.00,43000
,DSSL,EQ,      1080.80,                 12910982.70,11920
,DTIL,EQ,       199.84,                  3475526.39,17331
,DTL,SM,       153.00,                  1460400.00,9600
,DUCOL,SM,       114.50,                   274160.00,2400
,DUCON,EQ,         5.97,                  3666421.24,613377
,DUGLOBAL,SM,        48.30,                  1950375.00,40000
,DURLAX,SM,        45.20,                    90400.00,2000
,DVL,EQ,       343.20,                  7167282.90,20826
,DWARKESH,EQ,        48.56,                 22714005.97,466518
,DYCL,EQ,       951.45,                 61787011.00,64752
,DYNAMATECH,EQ,      7299.00,                177390455.50,24451
,DYNAMIC,ST,       146.00,                 41802875.00,292000
,DYNPRO,EQ,       283.35,                  4579583.75,16115
,E2E,EQ,      2492.50,                166351678.80,66636
,EASEMYTRIP,EQ,        10.54,                164079779.09,15435817
,EBANKNIFTY,EQ,        57.15,                    69941.78,1231
,EBBETF0430,EQ,      1517.07,                 21672100.62,14284
,EBBETF0431,EQ,      1363.39,                  2274501.55,1668
,EBBETF0433,EQ,      1247.00,                 10185066.63,8170
,ECAPINSURE,EQ,        23.72,                  1458329.98,61458
,ECLERX,EQ,      3513.60,                 96687993.90,27609
,ECOSMOBLTY,EQ,       312.35,                107232981.50,342362
,EDELWEISS,EQ,       109.16,                383743094.79,3482927
,EEPL,ST,       239.20,                137630200.00,570000
,EFACTOR,ST,       232.00,                   185600.00,800
,EFFWA,ST,       240.45,                  1848880.00,7600
,EFORCE,ST,        49.95,                    59940.00,1200
,EGOLD,EQ,        98.25,                  4011036.80,40837
,EIDPARRY,EQ,      1019.30,                712920195.45,683615
,EIEL,EQ,       235.40,               2296514488.39,9498313
,EIFFL,EQ,       215.63,                  6042344.62,28030
,EIHAHOTELS,EQ,       378.45,                 11177591.40,29628
,EIHOTEL,EQ,       364.40,                115901679.85,317177
,EIMCOELECO,EQ,      2472.00,                 16070310.90,6556
,EKC,EQ,       135.74,                 48078647.87,351303
,ELDEHSG,EQ,       799.85,                   311354.80,389
,ELECON,EQ,       626.40,                412450058.95,652723
,ELECTCAST,EQ,       137.04,                787748084.56,5761654
,ELECTHERM,EQ,      1258.20,                 21879421.10,17501
,ELGIEQUIP,EQ,       529.15,                180859500.90,339696
,ELGIRUBCO,BE,        60.52,                  1084022.21,17922
,ELGNZ,SM,       126.50,                  2264350.00,18000
,ELIN,BE,       178.73,                  6782777.88,37950
,EMAMILTD,EQ,       574.15,                171504594.30,300352
,EMAMIPAP,EQ,        94.73,                  1276559.84,13404
,EMAMIREAL,BE,       117.20,                  1145585.18,9914
,EMAPARTNER,SM,        99.85,                  1400950.00,14000
,EMBASSY,RR,       393.70,                339400385.73,875132
,EMBDL,EQ,       123.78,                706439171.13,5671650
,EMCURE,EQ,      1318.40,                173160767.50,131494
,EMIL,EQ,       148.37,               1714138475.80,11134712
,EMKAY,BE,       225.10,                  4287880.85,19075
,EMKAYTOOLS,ST,       224.75,                  4862467.50,21450
,EMMBI,EQ,       109.34,                  2592159.47,23542
,EMMIL,SM,       194.90,                   630325.00,3250
,EMSLIMITED,EQ,       628.25,                191572549.55,305065
,EMUDHRA,EQ,       762.55,                 55905974.95,73033
,EMULTIMQ,EQ,        43.78,                  1316761.65,30122
,ENDURANCE,EQ,      2630.50,               1064015442.20,402798
,ENERGYDEV,BE,        21.83,                   966531.36,44192
,ENFUSE,SM,       244.95,                   428940.00,1800
,ENGINERSIN,EQ,       233.14,                600028954.26,2563673
,ENIL,EQ,       148.26,                  3405564.06,22846
,ENRIN,BE,      2827.60,               9401052893.70,3328114
,ENSER,ST,        16.70,                   751500.00,45000
,ENTERO,EQ,      1118.30,                 58346934.50,52178
,ENVIRO,SM,       116.00,                  9032850.00,78000
,EPACK,EQ,       340.20,                160911603.95,469436
,EPIGRAL,EQ,      1809.40,                 49102077.90,27132
,EPL,EQ,       237.11,                 50559421.97,213064
,EQUAL200,EQ,        13.12,                    76138.20,5823
,EQUAL50,EQ,       320.01,                 10028258.66,31444
,EQUAL50ADD,EQ,       329.76,                  2040661.89,6203
,EQUIPPP,BE,        18.93,                   182757.87,9587
,EQUITASBNK,EQ,        67.48,                118777869.33,1761764
,ERIS,EQ,      1618.00,                122887011.80,75791
,ESABINDIA,EQ,      5086.50,                 18280283.00,3570
,ESAFSFB,EQ,        32.63,                 24046176.30,738121
,ESCONET,ST,       197.25,                  1900000.00,9600
,ESCORTS,EQ,      3358.00,                667756901.00,198965
,ESFL,SM,       439.60,                 10036926.00,22680
,ESG,EQ,        43.30,                  1469460.22,34077
,ESILVER,EQ,       108.59,                 16700683.92,153818
,ESPRIT,SM,       110.40,                  4668960.00,41600
,ESSARSHPNG,BE,        29.68,                  2587229.69,86492
,ESSENTIA,EQ,         2.20,                  7063848.89,3189783
,ESTER,EQ,       129.20,                 10764351.44,83247
,ETHOS-RE,BE,       734.00,                 10196914.10,13545
,ETHOSLTD,EQ,      2577.10,                 59750782.60,23020
,ETML,SM,       116.00,                  3806520.00,32400
,EUREKAFORB,EQ,       601.60,                 57229513.75,94976
,EUROBOND,SM,       176.75,                  9599100.00,56000
,EUROTEXIND,EQ,        16.11,                   286292.63,17626
,EVEREADY,EQ,       320.25,                 56574283.10,177281
,EVERESTIND,BE,       538.55,                  5031139.80,9377
,EVIETF,EQ,        29.27,                   666520.06,22791
,EVINDIA,EQ,        29.32,                  4726746.65,161720
,EXCEL,EQ,          .85,                  6649534.05,7714609
,EXCELINDUS,EQ,      1246.50,                 12006555.90,9606
,EXICOM,EQ,       196.19,                144092530.60,723939
,EXIDEIND,EQ,       388.85,                956982826.05,2474533
,EXPLEOSOL,EQ,      1288.80,                 20532469.70,15921
,EXXARO,BE,         8.74,                  4338343.55,505625
,FACT,EQ,       965.85,               1438011753.80,1461405
,FAIRCHEMOR,EQ,       941.75,                  6125092.15,6518
,FALCONTECH,SM,        30.50,                   178440.00,6000
,FAZE3Q,EQ,       570.30,                 12123692.65,21098
,FCL,EQ,       275.73,                 97844379.27,353802
,FCSSOFT,EQ,         2.59,                  7531744.66,2879789
,FDC,EQ,       474.60,                 24354897.95,51359
,FEDERALBNK,EQ,       210.02,               2646641246.11,12688408
,FEDFINA,EQ,       116.13,                 47764372.08,409888
,FEL,BZ,          .60,                    10216.67,17028
,FELDVR,BZ,         3.53,                    21687.88,6150
,FELIX,ST,       182.35,                 10849800.00,59500
,FIBERWEB,EQ,        51.44,                 13493649.62,260338
,FIDEL,ST,       192.00,                   768200.00,4000
,FIEMIND,EQ,      1817.30,                 93958088.80,51091
,FILATEX,EQ,        55.39,                 32324156.46,581603
,FILATFASH,BE,          .50,                  4720330.27,9380207
,FINCABLES,EQ,       940.40,                167036898.25,177565
,FINEORG,EQ,      4900.70,                337568671.50,67412
,FINIETF,EQ,        31.31,                 19835614.20,636481
,FINOPB,EQ,       292.91,                858433570.97,2871585
,FINPIPE,EQ,       217.74,                124332807.43,571493
,FIRSTCRY,EQ,       396.80,              21469661007.25,56350068
,FIVESTAR,EQ,       759.10,                353402001.60,465880
,FLAIR,EQ,       258.85,                 10447530.10,40307
,FLEXITUFF,BE,        36.00,                    59492.05,1657
,FLFL,BZ,         1.73,                    49372.62,28869
,FLUOROCHEM,EQ,      3541.10,                249189341.30,70841
,FMCGIETF,EQ,        58.61,                 67369464.36,1153205
,FMGOETZE,EQ,       532.25,                 52284201.75,98237
,FMNL,BE,        15.75,                   109887.75,6977
,FOCUS,BE,       112.89,                  7516198.43,66140
,FONEBOX,SM,        82.50,                    82500.00,1000
,FOODSIN,EQ,       122.29,                181579286.23,1467267
,FORCAS,ST,       112.05,                 13163920.00,116800
,FORCEMOT,EQ,     14113.00,               1624253412.00,114914
,FORGEAUTO,SM,        95.95,                   115140.00,1200
,FORTIS,EQ,       790.70,               1932443679.80,2455980
,FOSECOIND,EQ,      4723.50,                  8474158.50,1765
,FRESHARA,SM,       178.85,                 15282780.00,85200
,FROG,ST,       246.30,                  2549640.00,10400
,FSC,BZ,         2.20,                     6427.31,2902
,FSL,EQ,       383.35,                516221922.10,1342313
,FUSION,EQ,       205.14,                186186057.10,902876
,FUSIONPP,E1,       130.54,                  3051422.53,23236
,GABRIEL,EQ,       659.80,               1708255850.25,2560718
,GAEL,EQ,       112.22,                 77087625.07,682851
,GAJANAND,SM,        12.95,                   155100.00,12000
,GALAPREC,EQ,       878.20,                 22512716.35,25630
,GALAXYSURF,EQ,      2602.10,                 44350199.20,16916
,GALLANTT,EQ,       536.80,                199381401.40,367780
,GANDHAR,EQ,       173.38,                 13127008.12,75683
,GANDHITUBE,EQ,       713.70,                   538636.55,756
,GANECOS,EQ,      1481.20,                 68036321.70,46034
,GANESHBE,EQ,        98.67,                 78022334.23,783806
,GANESHHOUC,EQ,       995.00,                 50870503.40,51052
,GANESHIN,ST,       164.10,                  4854960.00,29600
,GANGABATH,SM,        37.05,                 13383600.00,360000
,GANGAFORGE,EQ,         3.99,                  3121655.23,777541
,GANGESSECU,EQ,       165.77,                   287969.45,1708
,GARFIBRES,EQ,       915.00,                 38872687.90,42636
,GARUDA,EQ,       125.67,                227300067.56,1778419
,GATECH,BE,         1.01,                 23376434.92,22936727
,GATECHDVR,EQ,         1.00,                  3555904.22,3579007
,GATEWAY,EQ,        65.62,                 79487923.62,1206907
,GAYAHWS,BE,         1.29,                   137218.24,104789
,GAYAPROJ,BZ,         8.62,                   421794.70,49248
,GCHOTELS,ST,       148.05,                 15303780.00,103200
,GEECEE,EQ,       386.90,                   596379.35,1542
,GEEKAYWIRE,EQ,        71.35,                  3228559.27,45242
,GENCON,BE,        41.44,                   723874.48,17840
,GENESYS,EQ,       630.80,                129229442.85,203856
,GENSOL,BE,        41.14,                  2261342.38,54967
,GENUSPAPER,EQ,        18.99,                 10685509.70,560229
,GENUSPOWER,EQ,       372.30,                287095572.20,770127
,GEOJITFSL,EQ,        85.30,                 57853294.83,677107
,GEPIL,EQ,       315.60,                 93066177.25,292713
,GESHIP,EQ,       987.95,                452669782.30,459717
,GFLLIMITED,EQ,        66.34,                  4489783.63,67878
,GGBL,ST,       494.20,                 34236585.00,69600
,GHCL,EQ,       601.45,                 59349885.75,98158
,GHCLTEXTIL,EQ,        92.98,                  7050745.05,75588
,GICHSGFIN,EQ,       193.71,                 17268927.41,89103
,GICL,SM,       119.30,                  4204800.00,34500
,GICRE,EQ,       381.55,                364379850.15,951678
,GILLANDERS,EQ,       136.78,                  9530892.22,68809
,GILLETTE,EQ,     10780.50,                439512640.00,41179
,GILT5YBEES,EQ,        62.37,                 18498701.23,296565
,GINNIFILA,BE,        45.33,                  1524818.46,33539
,GIPCL,EQ,       208.14,                147900680.89,704099
,GIRIRAJ,ST,       241.90,                  2621625.00,10500
,GKWLIMITED,EQ,      1859.10,                  1985503.10,1093
,GLAND,EQ,      1792.30,                474112760.10,265663
,GLAXO,EQ,      3301.90,                515908557.90,156629
,GLENMARK,EQ,      1732.00,               1427294658.20,823973
,GLFL,BE,         6.12,                    58623.64,9572
,GLOBAL,EQ,        62.32,                  1133476.20,18110
,GLOBALE,BE,        15.39,                   443077.73,29653
,GLOBALPET,SM,       125.00,                  1500975.00,12000
,GLOBALVECT,EQ,       261.09,                147978798.42,552896
,GLOBE,BE,         2.38,                  1187367.48,497062
,GLOBUSSPR,EQ,       955.05,                 40271075.15,42067
,GLOSTERLTD,EQ,       716.25,                  1046963.65,1462
,GMBREW,EQ,       729.30,                 22475710.65,30764
,GMDCLTD,EQ,       404.75,                350728785.95,867939
,GMMPFAUDLR,EQ,      1185.90,                 77618825.70,65450
,GMRAIRPORT,EQ,        84.87,               1188676952.64,14072936
,GMRP&UI,EQ,       107.56,                512465004.90,4765194
,GNA,EQ,       322.00,                  9909823.30,30586
,GNFC,EQ,       550.05,                197006586.00,358183
,GOACARBON,EQ,       487.75,                  8615113.00,17621
,GOCLCORP,EQ,       366.80,                 21367707.60,57851
,GOCOLORS,EQ,       878.00,                 51947935.20,58764
,GODAVARIB,BE,       246.50,                  7045466.35,28469
,GODFRYPHLP,EQ,      8601.00,               1674413622.50,195394
,GODHA,EQ,          .54,                 20125452.45,36179254
,GODIGIT,EQ,       354.45,                 97038330.00,275617
,GODREJAGRO,EQ,       771.60,                133848804.55,174190
,GODREJIND,EQ,      1246.40,                 97915137.10,78379
,GODREJPROP,EQ,      2391.60,               1749645641.70,735164
,GOENKA,BZ,          .92,                    66890.33,72337
,GOKEX,EQ,       882.20,                122671085.70,139232
,GOKUL,EQ,        44.90,                  3013522.30,66654
,GOKULAGRO,EQ,       305.15,                189338740.38,619974
,GOLD1,EQ,        81.78,                150022012.96,1834454
,GOLD360,EQ,        96.00,                   160435.85,1670
,GOLDBEES,EQ,        81.12,                663758610.84,8182454
,GOLDCASE,EQ,        15.42,                 30732038.87,1993570
,GOLDENTOBC,BZ,        35.99,                    14547.51,406
,GOLDETF,EQ,        95.26,                 20903953.98,219578
,GOLDETFADD,EQ,        94.89,                  2322725.20,24439
,GOLDIAM,EQ,       342.00,                 81482133.55,237692
,GOLDIETF,EQ,        83.83,                132113555.72,1574830
,GOLDSHARE,EQ,        82.75,                 97350519.05,1179940
,GOLDSTAR,ST,         9.80,                   663187.50,67500
,GOLDTECH,EQ,        67.62,                  1384190.15,20636
,GOODLUCK,EQ,      1100.25,                107387810.85,97997
,GOPAL,EQ,       356.20,                 43648308.25,122232
,GOYALALUM,EQ,         8.07,                   768393.58,94912
,GOYALSALT,SM,       155.10,                   844890.00,5400
,GPECO,SM,       377.10,                105647790.00,279600
,GPIL,EQ,       188.71,                217611026.35,1162828
,GPPL,EQ,       161.71,                125948844.29,779601
,GPTHEALTH,EQ,       145.69,                 26607210.78,181754
,GPTINFRA,EQ,       128.84,                 19544122.07,149955
,GRANULES,EQ,       496.90,                560066228.55,1132968
,GRAPHITE,EQ,       557.35,                203064456.90,364360
,GRAVITA,EQ,      1809.20,                534696020.40,297932
,GRCL,SM,       415.00,                  4618275.00,11500
,GREAVESCOT,EQ,       202.35,                170763257.37,841694
,GREENCHEF,SM,        59.95,                   289000.00,4800
,GREENLAM,EQ,       237.55,                 10045055.00,42295
,GREENPANEL,EQ,       267.30,                 22508480.40,84439
,GREENPLY,EQ,       317.40,                 86249520.90,271168
,GREENPOWER,EQ,        14.18,                 58027296.71,4071696
,GRINDWELL,EQ,      1718.00,                 64268570.30,37548
,GRINFRA,EQ,      1271.20,                 14970498.30,11686
,GRMOVER,EQ,       362.40,                101502233.05,279577
,GROBTEA,BE,      1150.15,                   263699.25,229
,GROWWDEFNC,EQ,        87.26,                 62901297.17,723208
,GROWWEV,EQ,        29.24,                  6055630.68,207669
,GROWWGOLD,EQ,        95.98,                 14239797.32,148482
,GROWWLIQID,EQ,       104.60,                 23665252.79,226240
,GROWWLOVOL,EQ,        10.60,                  1189157.21,115469
,GROWWMOM50,EQ,        11.13,                  3224805.16,290585
,GROWWN200,EQ,        11.42,                  1876777.97,164969
,GROWWRAIL,EQ,        38.48,                 11063835.92,287326
,GROWWSLVR,EQ,       107.03,                  7394751.48,69369
,GRPLTD,EQ,      2777.40,                 37874384.70,13858
,GRSE,EQ,      2982.90,              11620516781.90,3889392
,GRWRHITECH,EQ,      4148.70,                104650226.90,25350
,GSEC10ABSL,EQ,       109.53,                    16977.15,155
,GSEC10IETF,EQ,       256.80,                    37515.13,145
,GSEC10YEAR,EQ,        29.15,                   514970.73,17654
,GSEC5IETF,EQ,        62.53,                   260004.50,4159
,GSFC,EQ,       200.28,                185084091.96,920781
,GSLSU,EQ,       119.79,                 13898608.36,115393
,GSMFOILS,ST,       160.00,                  3526200.00,22000
,GSPL,EQ,       319.85,                 74278491.70,232533
