,26-Jun-2025
The Nifty witnessed an intraday movement of about 305.4 points.The closing index was 1.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118579.67
, Traded Quantity (in Lakhs), 44604.74
, Number of Trades, 34221161
, Total Market Capitalisation (Rs. Crores), 45516258.62

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,RANASUG,EQ,        16.21,                  4512008.12,277825
,RANEHOLDIN,EQ,      1571.70,                 11411251.40,7222
,RAPIDFLEET,SM,       190.30,                  7079190.00,37200
,RAPPID,SM,       280.50,                   839970.00,3000
,RATEGAIN,EQ,       440.30,                 79143372.85,178662
,RATNAMANI,EQ,      2820.40,                 27419993.10,9726
,RATNAVEER,EQ,       163.23,                109867396.36,676209
,RAYMOND,EQ,       598.95,                142784307.05,237689
,RAYMONDLSL,EQ,      1153.80,               1905769227.70,1639265
,RBA,EQ,        81.93,                133129193.58,1606744
,RBLBANK,EQ,       237.41,               2161754277.09,9137635
,RBMINFRA,ST,       480.60,                  6151660.00,12800
,RBS,SM,       112.00,                  3420560.00,30400
,RBZJEWEL,EQ,       145.85,                 20884225.73,141000
,RCDL,SM,        22.35,                    67050.00,3000
,RCF,EQ,       156.99,                262999070.20,1677570
,READYMIX,ST,       105.00,                  2320200.00,22000
,REDINGTON,EQ,       296.90,                851380190.25,2834016
,REDTAPE,EQ,       127.87,                 27897325.33,218046
,REFEX,EQ,       462.10,                 64970880.90,139691
,REFRACTORY,ST,        60.75,                   599950.00,10000
,REGENCERAM,BE,        42.45,                   197305.00,4610
,RELAXO,EQ,       424.60,                 44027738.35,104296
,RELCHEMQ,EQ,       181.49,                   675890.66,3715
,RELIABLE,EQ,        75.10,                   792436.19,10541
,RELIGARE,EQ,       224.15,                 89466532.20,397536
,RELINFRA,BE,       417.40,               1938423189.40,4655607
,RELTD,BE,       133.17,                  5397606.13,40298
,REMSONSIND,EQ,       144.07,                 55870626.78,388913
,REMUS,SM,      1959.45,                  9970942.50,5150
,RENUKA,EQ,        33.00,                136032783.58,4127157
,REPCOHOME,EQ,       444.15,                 81841477.35,184804
,REPL,EQ,       178.58,                  2760722.05,15415
,REPRO,EQ,       518.15,                  3392154.60,6511
,RESPONIND,EQ,       213.11,                 20660137.06,97194
,RETAIL,EQ,        36.05,                   603694.36,16602
,REXPIPES,ST,       128.25,                 12055500.00,94000
,REXPRO,SM,        86.95,                    86950.00,1000
,RGL,EQ,       120.92,                 25427255.07,208301
,RHFL,BE,         6.31,                  3940165.92,624432
,RHIM,EQ,       477.90,                 91303615.75,190554
,RHL,EQ,       261.20,                  3147778.81,11861
,RICOAUTO,EQ,        75.86,                 25857701.47,339322
,RIIL,EQ,       966.80,                179386530.45,184060
,RILINFRA,ST,        41.60,                  1053370.00,25400
,RISHABH,EQ,       284.20,                  5924626.80,20753
,RITCO,EQ,       279.00,                 19095471.70,68081
,RITES,EQ,       278.95,                180375685.80,645415
,RKDL,EQ,        30.69,                  6424579.87,205069
,RKEC,EQ,        77.43,                  3242327.57,41615
,RKFORGE,EQ,       680.40,                921875282.10,1355779
,RKSWAMY,EQ,       192.25,                  4907266.35,25636
,RMDRIP,SM,       554.00,                  3365825.00,6000
,RML,EQ,       864.60,                 57482858.95,65100
,RNFI,SM,       250.40,                 10540740.00,41400
,ROCKINGDCE,ST,       184.60,                   184550.00,1000
,ROHLTD,EQ,       385.70,                 12348869.70,31823
,ROLEXRINGS,EQ,      1567.30,                 20805221.30,13421
,ROLLT,BE,         1.74,                    75087.75,42836
,ROML,EQ,        56.51,                   761857.66,13410
,ROSSARI,EQ,       678.75,                 23687323.90,34781
,ROSSELLIND,EQ,        69.84,                  1156497.52,16564
,ROSSTECH,BE,       398.50,                  4414861.00,11026
,ROTO,EQ,       287.30,                 48764502.05,168680
,ROUTE,EQ,       993.95,                118024958.55,118703
,ROXHITECH,ST,        46.05,                   512320.00,11200
,ROYALARC,ST,       145.10,                   351720.00,2400
,RPEL,EQ,       702.45,                 25110142.90,35488
,RPGLIFE,EQ,      2428.20,                 34621247.60,14267
,RPOWER,BE,        66.60,               1666887869.16,24841653
,RPPINFRA,BE,       137.98,                 14259813.90,102761
,RPPL,EQ,        27.61,                  5706802.94,208093
,RPSGVENT,EQ,       915.45,                 20303264.65,22093
,RPTECH,EQ,       302.10,                 13356381.85,44150
,RRKABEL,EQ,      1344.90,                103625702.70,77185
,RSSOFTWARE,BE,        74.48,                  1375645.60,18470
,RSWM,EQ,       171.83,                  4980807.62,28900
,RSYSTEMS,EQ,       457.50,                446457586.00,956928
,RTNINDIA,EQ,        60.54,                539004127.05,8945749
,RTNPOWER,EQ,        14.10,               1371392308.88,96371745
,RUBFILA,EQ,        84.12,                 51457406.10,621048
,RUBYMILLS,EQ,       235.53,                  2735447.18,11544
,RUCHINFRA,BE,         7.67,                  1022919.78,136828
,RUCHIRA,EQ,       139.16,                  6646836.10,47678
,RULKA,ST,       137.95,                   646710.00,4800
,RUPA,EQ,       216.41,                 21005695.38,96853
,RUSHIL,EQ,        28.91,                  9169927.89,316583
,RUSTOMJEE,EQ,       571.35,                 20470957.00,35942
,RVHL,EQ,        50.23,                  4793819.67,95222
,RVNL,EQ,       399.55,               1811679105.10,4519908
,RVTH,BE,       985.00,                  1316426.00,1337
,S&SPOWER,BE,       357.05,                  1164521.15,3226
,SAAKSHI,SM,       166.95,                  1406460.00,8400
,SABAR,ST,         4.20,                  1011500.00,250000
,SABEVENTS,BE,         6.26,                    44314.65,7163
,SABTNL,EQ,       874.15,                  1636408.80,1872
,SACHEEROME,ST,       158.85,                 37256940.00,234000
,SADBHAV,EQ,        12.92,                  3725987.46,285145
,SADBHIN,EQ,         5.12,                   223966.87,43365
,SADHAV,ST,       103.95,                   814860.00,7800
,SADHNANIQ,BE,         9.90,                  5576580.90,563291
,SAFARI,EQ,      2132.50,                 25758439.40,12104
,SAGARDEEP,EQ,        32.21,                   617880.85,18900
,SAGCEM,EQ,       236.39,                 35144973.44,148681
,SAGILITY,EQ,        41.72,                711289341.90,16945845
,SAH,BE,       117.58,                  2509278.79,21296
,SAHAJ,ST,        11.10,                    88800.00,8000
,SAHAJSOLAR,ST,       268.00,                  8983540.00,33200
,SAHANA,SM,      1414.35,                 45971800.00,32625
,SAHASRA,ST,       300.40,                 12739820.00,42000
,SAHYADRI,EQ,       315.05,                  4536486.75,14553
,SAIFL,ST,        25.25,                   301800.00,12000
,SAIL,EQ,       133.62,               3189345988.37,24148009
,SAILIFE,EQ,       748.90,                 98214958.95,130363
,SAJHOTELS,SM,        66.20,                   669500.00,10000
,SAKAR,EQ,       366.00,                 17082163.35,47021
,SAKHTISUG,EQ,        24.93,                  4790289.10,190817
,SAKSOFT,EQ,       202.99,                 46259093.92,226598
,SAKUMA,BE,         3.02,                  3737445.57,1227803
,SALASAR,EQ,         7.77,                 70281839.96,8961393
,SALONA,EQ,       252.75,                    87542.60,345
,SALSTEEL,EQ,        17.20,                   771281.73,44896
,SALZERELEC,EQ,       907.85,                 62032523.90,67862
,SAMAY,ST,        35.25,                  3267200.00,92000
,SAMBHAAV,EQ,         7.11,                   331993.73,46787
,SAMHI,EQ,       221.93,                256748456.01,1159788
,SAMMAANCAP,EQ,       143.37,               2061806506.03,14499150
,SAMPANN,EQ,        28.08,                   298219.34,10643
,SANATHAN,EQ,       447.05,                 19914996.80,44468
,SANCO,BZ,         3.87,                    47578.47,13151
,SANDESH,EQ,      1157.60,                   246227.90,213
,SANDHAR,EQ,       546.00,                 33388348.15,60957
,SANDUMA,EQ,       483.55,                108452132.15,226597
,SANGAMIND,EQ,       440.75,                 13850291.30,31251
,SANGANI,SM,        71.50,                   214500.00,3000
,SANGHIIND,EQ,        63.07,                 31340131.36,497777
,SANGHVIMOV,EQ,       284.50,                 66489776.70,232987
,SANGINITA,EQ,        10.04,                   552982.76,54535
,SANOFI,EQ,      6173.00,                 99341478.50,16133
,SANOFICONR,EQ,      5012.00,                 11845677.00,2350
,SANSERA,EQ,      1373.00,                111797830.30,81714
,SANSTAR,EQ,        93.60,                198280181.09,2163667
,SANWARIA,BZ,          .38,                   230736.49,601914
,SAPPHIRE,EQ,       328.00,                 57099495.80,174398
,SARDAEN,EQ,       445.15,                213615579.75,479795
,SAREGAMA,EQ,       500.85,                 95773978.25,191230
,SARLAPOLY,BE,       113.08,                  5354608.47,47584
,SAROJA,SM,        36.50,                   293120.00,8000
,SARTELE,SM,       259.55,                 37813350.00,148500
,SARVESHWAR,EQ,         7.12,                 11511715.74,1604012
,SASKEN,EQ,      1442.10,                 11472718.80,8004
,SASTASUNDR,EQ,       307.85,                  9578967.10,30602
,SATECH,ST,        57.00,                  1166250.00,21000
,SATIA,EQ,        87.31,                 13075664.87,149799
,SATIN,EQ,       159.72,                 60648898.42,379102
,SATIPOLY,ST,        88.00,                   132000.00,1500
,SATKARTAR,ST,       191.20,                  8036440.00,42400
,SAURASHCEM,EQ,        87.52,                  9615654.01,109640
,SBC,EQ,        14.61,                136018021.60,9163886
,SBCL,EQ,       526.40,                159599262.55,306837
,SBFC,EQ,       104.24,                233615756.69,2219809
,SBGLP,BE,        44.19,                   405531.63,9177
,SBIBPB,EQ,        40.62,                   523197.02,12929
,SBICARD,EQ,       975.30,               1394110151.55,1435893
,SBIETFCON,EQ,       121.31,                  2156631.34,17830
,SBIETFIT,EQ,       423.59,                  1120068.49,2654
,SBIETFPB,EQ,       287.48,                  2572831.37,8987
,SBIETFQLTY,EQ,       224.89,                202065569.30,904637
,SBINEQWETF,EQ,        32.14,                  1695874.55,52989
,SBISILVER,EQ,       106.93,                 35150177.23,329235
,SCHAEFFLER,EQ,      3890.60,                144395442.70,37173
,SCHAND,EQ,       238.89,                 16322748.90,68453
,SCHNEIDER,BE,       800.40,                157785085.30,196890
,SCI,EQ,       222.27,                541825823.14,2433133
,SCILAL,EQ,        54.16,                 22031761.54,407713
,SCL19325A,N1,       985.00,                    19700.00,20
,SCLZC25B,AT,      1193.35,                    10740.15,9
,SCLZC25D,NJ,      1053.00,                   105602.45,100
,SCODATUBES,EQ,       195.29,                186057719.43,931290
,SCPL,EQ,       311.70,                  2736173.50,8785
,SDBL,EQ,       168.99,                444248065.94,2623637
,SDL26BEES,EQ,       131.21,                   153173.84,1169
,SDREAMS,ST,       137.95,                   137950.00,1000
,SEAMECLTD,EQ,       824.95,                 26656948.10,31964
,SECMARK,BE,       150.44,                   389493.55,2536
,SECURKLOUD,BE,        25.48,                   168978.49,6595
,SEJALLTD,BE,       493.00,                    38306.20,77
,SEL,SM,       292.75,                   859230.00,3000
,SELAN,EQ,       683.90,                 32815979.45,47743
,SELECTIPO,EQ,        48.90,                   668249.69,13736
,SELMC,BE,        34.51,                   231414.66,6654
,SEMAC,EQ,       446.00,                  1118020.35,2510
,SENCO,EQ,       352.15,                168886592.75,481269
,SENORES,EQ,       573.00,                244614106.90,430546
,SENSEXADD,EQ,        85.02,                   197622.91,2334
,SENSEXETF,EQ,        85.18,                  2732407.86,32196
,SENSEXIETF,EQ,       947.82,                 22087950.80,23360
,SEPC,EQ,        13.72,                120900507.27,8734555
,SEQUENT,EQ,       189.06,                 99640581.48,523499
,SERVOTECH,EQ,       147.56,                133459983.29,899459
,SESHAPAPER,EQ,       303.00,                  7193630.75,23620
,SETCO,BE,        18.36,                  2030110.61,112352
,SETF10GILT,EQ,       258.60,                  5076147.39,19625
,SETFGOLD,EQ,        83.65,                144227304.17,1724346
,SETFNIF50,EQ,       270.67,                142404638.24,528040
,SETFNIFBK,EQ,       581.62,                 15551585.48,26803
,SETFNN50,EQ,       722.39,                 24640858.79,34233
,SETUINFRA,BZ,          .90,                    32934.50,35913
,SFL,EQ,       744.40,                 78679923.05,105032
,SFML,SM,        32.95,                   833120.00,25600
,SGBAPR28I,GB,      9821.37,                   884341.70,90
,SGBAUG27,GB,      9801.00,                   421675.07,43
,SGBAUG28V,GB,      9779.67,                 21117669.32,2158
,SGBAUG29V,GB,      9848.14,                  1265632.58,128
,SGBAUG30,GB,     10056.25,                   878549.03,87
,SGBD29VIII,GB,      9858.75,                  1628992.25,166
,SGBDC27VII,GB,      9810.00,                    29426.72,3
,SGBDE30III,GB,     10108.98,                  2574331.11,255
,SGBDE31III,GB,     10222.48,                 16784194.77,1639
,SGBDEC2512,GB,      9900.00,                   138600.00,14
,SGBFEB28IX,GB,      9790.00,                   538519.95,55
,SGBFEB29XI,GB,      9925.45,                   575570.00,58
,SGBFEB32IV,GB,     10809.87,                 17915191.61,1664
,SGBJAN26,GB,      9900.00,                    19850.00,2
,SGBJAN27,GB,      9790.00,                    97900.00,10
,SGBJAN29IX,GB,      9824.78,                  2085557.48,212
,SGBJAN29X,GB,      9806.00,                   695164.00,71
,SGBJAN30IX,GB,      9991.57,                   818818.78,82
,SGBJU29III,GB,      9774.94,                   775727.14,79
,SGBJUL25,GB,      9760.75,                   448743.57,46
,SGBJUL27,GB,      9790.00,                    97900.00,10
,SGBJUL28IV,GB,      9783.81,                  2407183.57,246
,SGBJUL29IV,GB,      9801.00,                  1707429.53,174
,SGBJUN27,GB,      9874.10,                    39496.40,4
,SGBJUN28,GB,      9775.59,                  2016660.22,207
,SGBJUN29II,GB,      9800.00,                   401261.30,41
,SGBJUN30,GB,     10015.00,                   430805.00,43
,SGBJUN31I,GB,     10051.19,                 17213228.16,1710
,SGBMAR28X,GB,      9839.96,                    98399.60,10
,SGBMAR30X,GB,      9953.65,                   617148.00,62
,SGBMAR31IV,GB,     10095.83,                  1140634.14,113
,SGBMAY26,GB,      9899.79,                    49199.80,5
,SGBMAY28,GB,      9760.00,                   351671.47,36
,SGBMAY29I,GB,      9826.17,                  1540725.44,157
,SGBMR29XII,GB,      9791.49,                  5182197.74,530
,SGBN28VIII,GB,      9900.00,                   873967.91,88
,SGBNOV258,GB,      9890.00,                    49450.00,5
,SGBNOV25IX,GB,      9700.00,                    19599.50,2
,SGBNOV26,GB,      9975.00,                   127930.10,13
,SGBNV29VII,GB,      9950.00,                  1080967.00,109
,SGBOC28VII,GB,      9800.00,                  1595368.04,163
,SGBOCT25IV,GB,      9811.00,                   137354.00,14
,SGBOCT27,GB,      9715.05,                   118065.05,12
,SGBOCT27VI,GB,      9751.10,                  1025805.00,105
,SGBSEP27,GB,      9760.00,                   176590.95,18
,SGBSEP28VI,GB,      9780.22,                  2475077.22,253
,SGBSEP29VI,GB,      9789.92,                  4528911.13,463
,SGBSEP31II,GB,     10297.12,                  8521549.08,827
,SGIL,EQ,       522.10,                 17881174.35,34489
,SGL,BE,        16.00,                   127833.35,8002
,SGLTL,BE,       170.39,                 14032300.01,81871
,SHAH,BE,         4.01,                  4660205.71,1132710
,SHAHALLOYS,EQ,        61.09,                   624353.56,10280
,SHAILY,EQ,      1657.60,                108552220.10,65007
,SHAKTIPUMP,EQ,       951.15,                312497782.15,327538
,SHALBY,EQ,       182.94,                  8636517.38,47111
,SHALPAINTS,EQ,        97.05,                  9429810.83,96871
,SHANKARA,EQ,       999.10,                 66615752.15,66352
,SHANTHALA,ST,        29.00,                   214800.00,7200
,SHANTI,BE,        16.52,                   227100.44,13747
,SHANTIGEAR,EQ,       494.70,                 17767702.95,35755
,SHARDACROP,EQ,       772.65,                212828660.35,271846
,SHARDAMOTR,EQ,      1856.00,                 21208023.20,11376
,SHAREINDIA,EQ,       181.83,                112449067.78,616170
,SHARIABEES,EQ,       512.91,                  3272122.82,6393
,SHEETAL,ST,       116.50,                  3721800.00,32000
,SHEKHAWATI,BE,        23.50,                   333351.08,14041
,SHEMAROO,BE,       122.64,                  1257283.55,10331
,SHILPAMED,BE,       857.80,                 44469455.75,51774
,SHIVALIK,EQ,       544.45,                 24188219.65,44553
,SHIVAMAUTO,EQ,        32.17,                  6436608.09,200993
,SHIVAMILLS,EQ,        79.05,                   796388.71,10106
,SHIVATEX,EQ,       205.05,                  1112560.73,5457
,SHIVAUM,SM,       302.00,                   151000.00,500
,SHK,EQ,       235.50,                172398445.42,718485
,SHOPERSTOP,EQ,       503.70,                  8099887.40,16034
,SHRADHA,EQ,        75.87,                  2685488.27,35631
,SHREDIGCEM,EQ,        78.36,                  8972876.64,114747
,SHREEKARNI,SM,       570.00,                  2134837.50,3750
,SHREEOSFM,SM,       110.00,                  1755150.00,16000
,SHREEPUSHK,EQ,       310.50,                  8985576.15,28883
,SHREERAMA,EQ,        42.05,                  2585585.81,61167
,SHRENIK,EQ,          .58,                   459779.08,778428
,SHREYANIND,BE,       233.71,                  3585588.57,15295
,SHRIAHIMSA,SM,       153.00,                  5547360.00,36000
,SHRIPISTON,EQ,      2403.60,                 61290133.90,25540
,SHRIRAMPPS,EQ,        98.78,                448412947.99,4481642
,SHRITECH,SM,        90.00,                   535400.00,6000
,SHUBHLAXMI,SM,        16.55,                    16550.00,1000
,SHUBHSHREE,SM,       383.00,                  1611600.00,4200
,SHYAMCENT,BE,         7.33,                   852818.34,115391
,SHYAMMETL,EQ,       864.05,                309205736.50,361205
,SHYAMTEL,BE,        16.23,                   273821.76,16975
,SIDDHIKA,SM,       212.10,                   424200.00,2000
,SIGACHI,EQ,        56.03,                351857734.55,6228568
,SIGIND,BE,        62.06,                   109392.44,1744
,SIGMA,BE,       377.15,                  2925320.45,7805
,SIGNATURE,EQ,      1254.00,                325158645.60,259716
,SIGNORIA,ST,       116.75,                   233750.00,2000
,SIGNPOST,EQ,       196.69,                 28010796.16,140627
,SIKKO,EQ,        79.23,                  2274040.39,28602
,SIL,EQ,        19.55,                   556988.71,28366
,SILGO,BE,        53.50,                   263864.00,4928
,SILINV,EQ,       605.05,                  1219957.80,2024
,SILKFLEX,ST,       102.25,                   613600.00,6000
,SILLYMONKS,EQ,        15.59,                   798325.20,50957
,SILVER,EQ,       108.06,                 28595774.97,265957
,SILVER1,EQ,       105.07,                 26819073.84,256116
,SILVER360,EQ,       107.00,                  1764347.72,16611
,SILVERADD,EQ,       104.49,                 61404553.58,587305
,SILVERBEES,EQ,       103.93,                945938427.35,9140441
,SILVERCASE,EQ,        10.99,                 11623351.49,1060646
,SILVERETF,EQ,       105.12,                 23478729.58,224741
,SILVERIETF,EQ,       108.03,                262322187.61,2441247
,SILVERTUC,EQ,       701.85,                 38257511.65,54316
,SILVRETF,EQ,       105.81,                 17153269.93,163199
,SIMBHALS,BE,        17.15,                   283236.95,16583
,SIMPLEXINF,EQ,       274.55,                  4582852.40,16748
,SINCLAIR,EQ,        89.17,                  5584276.31,62089
,SINDHUTRAD,EQ,        25.49,                115947820.89,4550744
,SINTERCOM,EQ,       127.67,                   164006.87,1281
,SIRCA,EQ,       381.35,                 56405632.10,147299
,SIS,EQ,       369.65,                 31339458.45,84630
,SITINET,BZ,          .49,                    50527.33,103117
,SIYSIL,EQ,       699.65,                 94721946.90,134440
,SJLOGISTIC,SM,       463.05,                 15513225.00,33500
,SJS,EQ,      1271.70,                132238089.20,104968
,SJVN,EQ,       100.00,                642289591.75,6411097
,SKFINDIA,EQ,      4717.60,                 68182817.60,14505
,SKIPPER,EQ,       493.55,                125719368.60,253438
,SKMEGGPROD,BE,       248.00,                  3962634.66,15994
,SKP,SM,       218.90,                  1736250.00,8000
,SKYGOLD,EQ,       327.30,                514162615.90,1565144
,SLONE,ST,       257.00,                   614400.00,2400
,SMALLCAP,EQ,        48.08,                 92737250.09,1931504
,SMARTLINK,EQ,       156.92,                  1676718.20,10605
,SMCGLOBAL,EQ,       151.67,                 39060138.18,256701
,SMLISUZU,EQ,      1872.90,                 40705084.00,21697
,SMLT,EQ,       123.06,                  1856895.24,15083
,SMSLIFE,EQ,      1177.80,                   350163.90,296
,SMSPHARMA,EQ,       247.70,                141613732.20,561922
,SMVD,ST,        14.65,                    59186.00,4040
,SNOWMAN,EQ,        61.58,                 31433966.74,504223
,SNXT30BEES,EQ,        39.16,                  1946008.86,50398
,SOBHA,EQ,      1475.60,                460860238.60,309875
,SOFTTECH,EQ,       376.70,                  4525297.50,12019
,SOLARA,EQ,       620.80,                211103657.85,338699
,SOLARAPP1,E1,       445.05,                  3449086.10,7818
,SOLARINDS,EQ,     17266.00,               2328592145.00,135647
,SOLEX,ST,      1290.00,                 12953875.00,10000
,SOMANYCERA,EQ,       549.65,                 12892364.70,23330
,SOMATEX,EQ,        43.45,                   703628.97,16112
,SOMICONVEY,EQ,       161.27,                   618297.40,3860
,SONACOMS,EQ,       480.80,               1676188523.40,3502901
,SONAMAC,SM,        80.00,                   630900.00,8000
,SONAMLTD,EQ,        49.95,                  7657566.55,155165
,SONATSOFTW,EQ,       410.60,                277404319.50,672427
,SONUINFRA,ST,       134.00,                   603450.00,4500
,SOTAC,SM,       131.65,                 10098060.00,79200
,SOTL,EQ,       417.40,                  8754521.90,20858
,SOUTHBANK,EQ,        29.88,                367991676.30,12234136
,SOUTHWEST,BE,       154.56,                 11926200.68,77443
,SPAL,EQ,       850.20,                 21314730.65,25114
,SPANDANA,EQ,       280.25,                 46737570.15,167491
,SPARC,EQ,       159.57,                 53857029.80,338129
,SPCENET,BE,         7.15,                  1831004.17,254390
,SPCL,ST,       124.70,                  2012730.00,16200
,SPECIALITY,EQ,       127.70,                  4809742.48,37786
,SPECTRUM,EQ,      1631.70,                 15488923.50,9573
,SPECTSTM,SM,       128.90,                  1467560.00,11200
,SPENCERS,EQ,        63.70,                  8248069.26,130028
,SPIC,EQ,        89.00,                109485076.03,1219199
,SPLIL,BE,        41.41,                   416730.72,10048
,SPLPETRO,EQ,       872.70,                 24427180.40,28064
,SPMLINFRA,EQ,       249.94,                 83569374.87,330460
,SPORTKING,EQ,       115.13,                 28139983.81,243793
,SPPPOLY,SM,        17.65,                   106100.00,6000
,SPRL,SM,       139.95,                   111960.00,800
,SRD,EQ,        80.31,                 42840125.97,544060
,SREEL,EQ,       246.98,                   835163.35,3385
,SRF,EQ,      3134.50,               2928088052.40,942004
,SRGHFL,EQ,       310.75,                  3331874.80,10840
,SRHHYPOLTD,EQ,       659.20,                 88480968.75,133325
,SRM,EQ,       494.05,                153560646.85,310157
,SRPL,BZ,          .52,                   540249.11,1033966
,SSDL,EQ,        97.61,                  2698327.59,27582
,SSEGL,SM,       390.95,                 40135640.00,102000
,SSFL,SM,       148.00,                  1923700.00,13000
,SSWL,EQ,       272.97,                134937644.29,495898
,STALLION,BE,        78.90,                  6681154.06,84626
,STANLEY,EQ,       345.95,                  7820911.30,22639
,STAR,EQ,       887.35,                849445537.60,952530
,STARCEMENT,EQ,       213.09,                 34541776.14,162067
,STARHEALTH,EQ,       423.60,                665638580.80,1557871
,STARPAPER,EQ,       175.56,                  1885319.86,10744
,STARTECK,EQ,       297.40,                  3085087.00,10277
,STCINDIA,BE,       145.98,                  3127742.87,21418
,STEELCAS,EQ,      1101.70,                 24181060.90,21853
,STEELCITY,EQ,       109.21,                  1579848.53,14471
,STEELXIND,EQ,         9.01,                 82829703.18,9324683
,STEL,EQ,       412.45,                  1748240.35,4172
,STERTOOLS,EQ,       367.75,                 55286592.70,149375
,STLTECH,EQ,       103.00,                931138533.19,9057661
,STOVEKRAFT,EQ,       584.70,                 40384990.75,69319
,STYLAMIND,EQ,      1621.80,                128525629.20,78911
,STYLEBAAZA,EQ,       287.80,                116866055.95,407946
,STYRENIX,EQ,      3230.00,                 94325858.60,29447
,SUBEXLTD,BE,        14.29,                 24628022.55,1706858
,SUBROS,EQ,       940.55,                142479081.10,150235
,SUDARSCHEM,EQ,      1207.80,                 91212381.50,75177
,SUKHJITS,EQ,       182.40,                 27720409.00,150352
,SULA,EQ,       305.00,                 76197685.75,249655
,SUMEETINDS,BE,        71.38,                   169598.88,2376
,SUMICHEM,EQ,       515.45,                107445096.00,208501
,SUMIT,EQ,        96.16,                  3431623.78,35496
,SUMMITSEC,EQ,      2094.20,                  7079888.80,3383
,SUNCLAY,EQ,      2080.10,                 11724478.00,5615
,SUNDARAM,EQ,         2.11,                   959577.26,452352
,SUNDARMFIN,EQ,      4867.00,                381255409.50,78323
,SUNDARMHLD,EQ,       522.45,                224589951.95,431230
,SUNDRMBRAK,EQ,       801.15,                  1599669.20,2010
,SUNDRMFAST,EQ,      1001.10,                 55259768.50,55489
,SUNDROP,EQ,       847.35,                  7472717.00,8758
,SUNFLAG,EQ,       302.75,                451823164.00,1512034
,SUNLITE,ST,       173.40,                   823740.00,4800
,SUNTECK,EQ,       442.05,                 51947512.65,116966
,SUNTV,EQ,       589.85,                108746666.15,183798
,SUPERHOUSE,EQ,       170.51,                   357124.60,2083
,SUPERSPIN,EQ,        10.87,                 13738188.32,1239233
,SUPRAJIT,EQ,       462.15,                142093597.90,305300
,SUPREME,EQ,        91.67,                  2473256.10,27108
,SUPREMEIND,EQ,      4374.50,               1100785629.10,251092
,SUPREMEINF,BZ,       118.03,                  5809972.21,49268
,SUPREMEPWR,ST,       223.05,                  2565075.00,11500
,SUPRIYA,EQ,       680.60,                121261215.40,179642
,SURAJEST,EQ,       367.85,                 44110677.40,119709
,SURAJLTD,EQ,       391.90,                 38049633.85,94924
,SURAKSHA,EQ,       334.60,                 57271599.90,169198
,SURANASOL,EQ,        35.11,                  3738967.60,106247
,SURANAT&P,EQ,        19.46,                   970204.43,49907
,SURANI,ST,       111.05,                   474230.00,4400
,SURYALAXMI,EQ,        72.52,                   508523.68,6994
,SURYAROSNI,EQ,       338.15,                172228235.10,507208
,SURYODAY,EQ,       137.29,                 36841908.63,266840
,SUTLEJTEX,BE,        39.82,                   670178.89,16877
,SUVEN,BE,       239.97,                 85282596.28,348246
,SUVIDHAA,BE,         3.84,                   347875.66,91970
,SUYOG,BE,       880.00,                  4025438.60,4576
,SUZLON,EQ,        64.53,               4129176933.23,63684828
,SVLL,BE,       716.05,                   671166.00,918
,SVPGLOB,BE,         3.30,                     9143.63,2772
,SWANENERGY,EQ,       448.15,                903465015.30,2020341
,SWARAJ,ST,       209.00,                  2400625.00,11500
,SWARAJENG,EQ,      4185.70,                372316746.90,89320
,SWASTIK,SM,        34.25,                   664800.00,19200
,SWELECTES,BE,       593.10,                   524300.40,884
,SWSOLAR,EQ,       312.90,                741040784.05,2354484
,SYMPHONY,EQ,      1080.40,                 81288266.60,75285
,SYNCOMF,BE,        19.24,                 21630943.76,1120853
,SYNGENE,EQ,       645.70,                986706722.90,1530971
,SYNOPTICS,ST,        81.25,                   535290.00,6600
,SYRMA,EQ,       539.35,                529851301.15,982891
,SYSTANGO,SM,       247.15,                  1382180.00,5600
,TAC,SM,      1010.45,                 52786935.00,52100
,TAINWALCHM,EQ,       221.49,                  1154987.85,5189
,TAJGVK,EQ,       409.90,                 95241386.75,231207
,TAKE,BE,         8.65,                   234112.25,27065
,TALBROAUTO,EQ,       289.75,                 15579513.50,53728
,TANKUP,ST,       315.90,                   315900.00,1000
,TANLA,EQ,       645.45,                347839825.90,536654
,TARACHAND,BE,        61.46,                  2707921.52,43628
,TARAPUR,BE,        27.65,                   374795.75,13555
,TARC,EQ,       196.87,                131915102.50,663763
,TARIL,EQ,       486.85,                395795839.30,810365
,TARMAT,EQ,        54.14,                  1022178.09,18782
,TARSONS,EQ,       383.20,                  8037795.70,20854
,TASTYBITE,EQ,     11039.00,                 31985896.00,2917
,TATACHEM,EQ,       935.25,                919718094.45,986131
,TATACOMM,EQ,      1673.00,                552505185.60,330788
,TATAELXSI,EQ,      6274.50,                787505487.00,126030
,TATAGOLD,EQ,         9.52,                 81907753.24,8597166
,TATAINVEST,EQ,      6787.00,                145195357.50,21397
,TATATECH,EQ,       703.55,               1148611517.55,1635468
,TATSILV,EQ,        10.51,                 41358054.97,3945013
,TATVA,EQ,       924.30,                 18484379.30,19872
,TBI,ST,       116.80,                  2272140.00,19800
,TBOTEK,EQ,      1322.00,                 86131142.00,65503
,TBZ,EQ,       186.90,                 19617308.04,104652
