509040,EQ,M,2025120,212.40
509051,EQ,M,2025120,1.26
509053,EQ,M,2025120,10.63
509073,EQ,M,2025120,20.00
509162,EQ,M,2025120,162.42
509196,EQ,M,2025120,107.94
509438,EQ,M,2025120,11953.20
509470,EQ,M,2025120,29993.58
509472,EQ,M,2025120,527.10
509486,EQ,M,2025120,154.32
509525,EQ,M,2025120,1324.74
509546,EQ,M,2025120,55.54
509597,EQ,M,2025120,857.40
509760,EQ,M,2025120,51.66
509835,EQ,M,2025120,22.76
509895,EQ,M,2025120,225.54
509960,EQ,M,2025120,2328.00
510245,EQ,M,2025120,6.91
511000,EQ,M,2025120,26.41
511018,EQ,M,2025120,118.88
511066,EQ,M,2025120,59.46
511110,EQ,M,2025120,37.79
511122,EQ,M,2025120,138.00
511147,EQ,M,2025120,82.70
511153,EQ,M,2025120,34.80
511176,EQ,M,2025120,145.86
511187,EQ,M,2025120,2.60
511355,EQ,M,2025120,21.07
511359,EQ,M,2025120,89.41
511377,EQ,M,2025120,30.98
511391,EQ,M,2025120,75.90
511411,EQ,M,2025120,40.70
511447,EQ,M,2025120,1.55
511463,EQ,M,2025120,15.08
511507,EQ,M,2025120,43.20
511509,EQ,M,2025120,44.50
511523,EQ,M,2025120,21.94
511525,EQ,M,2025120,3.10
511533,EQ,M,2025120,48.77
511549,EQ,M,2025120,139.08
511571,EQ,M,2025120,101.82
511577,EQ,M,2025120,20.58
511585,EQ,M,2025120,3.77
511593,EQ,M,2025120,22.79
511601,EQ,M,2025120,12.72
511609,EQ,M,2025120,32.04
511626,EQ,M,2025120,37.39
511628,EQ,M,2025120,58.33
511644,EQ,M,2025120,146.34
511664,EQ,M,2025120,8.28
511672,EQ,M,2025120,43.58
511696,EQ,M,2025120,309.06
511702,EQ,M,2025120,196.92
511710,EQ,M,2025120,3.10
511716,EQ,M,2025120,8.46
511740,EQ,M,2025120,224.88
511754,EQ,M,2025120,158.28
511758,EQ,M,2025120,83.47
511764,EQ,M,2025120,38.30
512008,EQ,M,2025120,382.86
512036,EQ,M,2025120,209.40
512048,EQ,M,2025120,5.68
512064,EQ,M,2025120,89.76
512068,EQ,M,2025120,173.88
512097,EQ,M,2025120,0.43
512115,EQ,M,2025120,50.15
512165,EQ,M,2025120,38.45
512175,EQ,M,2025120,8.58
512247,EQ,M,2025120,4.88
512257,EQ,M,2025120,4.97
512329,EQ,M,2025120,444.78
512344,EQ,M,2025120,4.86
512379,EQ,M,2025120,5.59
512425,EQ,M,2025120,790.80
512437,EQ,M,2025120,612.00
512477,EQ,M,2025120,486.54
512489,EQ,M,2025120,28.32
512493,EQ,M,2025120,150.36
512499,EQ,M,2025120,0.59
512527,EQ,M,2025120,1103.70
512589,EQ,M,2025120,176.58
512595,EQ,M,2025120,756.96
512600,EQ,M,2025120,97.18
512618,EQ,M,2025120,14.76
512624,EQ,M,2025120,6.66
512634,EQ,M,2025120,181.14
513005,EQ,M,2025120,45.90
513043,EQ,M,2025120,108.61
513059,EQ,M,2025120,42.00
513063,EQ,M,2025120,38.40
513117,EQ,M,2025120,10.85
513149,EQ,M,2025120,852.00
513173,EQ,M,2025120,31.85
513252,EQ,M,2025120,779.40
513303,EQ,M,2025120,19.20
513337,EQ,M,2025120,1.48
513353,EQ,M,2025120,382.74
513361,EQ,M,2025120,6.85
513369,EQ,M,2025120,118.80
513418,EQ,M,2025120,6.60
513422,EQ,M,2025120,43.55
513488,EQ,M,2025120,37.80
513496,EQ,M,2025120,170.16
513502,EQ,M,2025120,10.36
513513,EQ,M,2025120,11.40
513528,EQ,M,2025120,8.02
513532,EQ,M,2025120,337.92
513544,EQ,M,2025120,19.21
513548,EQ,M,2025120,379.20
513566,EQ,M,2025120,16.45
513575,EQ,M,2025120,45.02
513629,EQ,M,2025120,48.85
513699,EQ,M,2025120,41.40
513709,EQ,M,2025120,300.12
513713,EQ,M,2025120,6.10
513721,EQ,M,2025120,18.96
514010,EQ,M,2025120,58.44
514028,EQ,M,2025120,50.03
514030,EQ,M,2025120,173.94
514060,EQ,M,2025120,13.63
514087,EQ,M,2025120,87.49
514113,EQ,M,2025120,35.00
514128,EQ,M,2025120,33.43
514138,EQ,M,2025120,412.80
514140,EQ,M,2025120,29.86
514165,EQ,M,2025120,9.88
514171,EQ,M,2025120,54.61
514183,EQ,M,2025120,123.66
514197,EQ,M,2025120,7.57
514223,EQ,M,2025120,6.24
514238,EQ,M,2025120,2005.74
514240,EQ,M,2025120,11.11
514264,EQ,M,2025120,23.86
514266,EQ,M,2025120,86.17
514272,EQ,M,2025120,158.82
514280,EQ,M,2025120,169.20
514302,EQ,M,2025120,215.94
514312,EQ,M,2025120,66.42
514316,EQ,M,2025120,151.20
514324,EQ,M,2025120,406.20
514326,EQ,M,2025120,13.30
514332,EQ,M,2025120,35.69
514386,EQ,M,2025120,12.60
514402,EQ,M,2025120,21.47
514428,EQ,M,2025120,412.92
514442,EQ,M,2025120,31.32
514446,EQ,M,2025120,42.54
514448,EQ,M,2025120,1640.52
514470,EQ,M,2025120,112.63
515008,EQ,M,2025120,126.00
515043,EQ,M,2025120,134.46
515059,EQ,M,2025120,45.67
515085,EQ,M,2025120,8.69
515127,EQ,M,2025120,2.81
515147,EQ,M,2025120,136.02
516003,EQ,M,2025120,290.70
516032,EQ,M,2025120,18.08
516078,EQ,M,2025120,84.40
516096,EQ,M,2025120,221.22
516106,EQ,M,2025120,10.72
516108,EQ,M,2025120,103.10
516110,EQ,M,2025120,5.23
517035,EQ,M,2025120,3336.66
517044,EQ,M,2025120,33.23
517119,EQ,M,2025120,32.42
517166,EQ,M,2025120,155.28
517201,EQ,M,2025120,93.92
517238,EQ,M,2025120,315.00
517246,EQ,M,2025120,137.70
517288,EQ,M,2025120,110.04
517356,EQ,M,2025120,2.26
517370,EQ,M,2025120,102.96
517372,EQ,M,2025120,565.62
517397,EQ,M,2025120,63.28
517415,EQ,M,2025120,12.00
517417,EQ,M,2025120,583.26
517429,EQ,M,2025120,108.77
517437,EQ,M,2025120,155.82
517449,EQ,M,2025120,1376.28
517467,EQ,M,2025120,245.58
517477,EQ,M,2025120,407.16
517494,EQ,M,2025120,19.90
517514,EQ,M,2025120,268.74
517546,EQ,M,2025120,82.04
518011,EQ,M,2025120,93.58
519064,EQ,M,2025120,91.26
519174,EQ,M,2025120,11.65
519191,EQ,M,2025120,6.61
519216,EQ,M,2025120,48.26
519234,EQ,M,2025120,59.30
519238,EQ,M,2025120,39.90
519262,EQ,M,2025120,27.48
519287,EQ,M,2025120,67.38
519295,EQ,M,2025120,340.86
519331,EQ,M,2025120,68.96
519359,EQ,M,2025120,87.41
519421,EQ,M,2025120,2603.34
519455,EQ,M,2025120,65.46
519457,EQ,M,2025120,57.76
519463,EQ,M,2025120,237.60
519471,EQ,M,2025120,316.80
519475,EQ,M,2025120,96.96
519483,EQ,M,2025120,44.35
519500,EQ,M,2025120,15.04
519532,EQ,M,2025120,15.06
519566,EQ,M,2025120,203.70
519574,EQ,M,2025120,82.80
519604,EQ,M,2025120,21.96
520075,EQ,M,2025120,159.18
520121,EQ,M,2025120,8.12
520123,EQ,M,2025120,103.56
520127,EQ,M,2025120,23.34
520141,EQ,M,2025120,12.90
521048,EQ,M,2025120,32.34
521062,EQ,M,2025120,5.10
521080,EQ,M,2025120,9.56
521097,EQ,M,2025120,223.32
521105,EQ,M,2025120,47.72
521131,EQ,M,2025120,30.86
521141,EQ,M,2025120,24.74
521161,EQ,M,2025120,52.91
521178,EQ,M,2025120,60.98
521206,EQ,M,2025120,3.30
521210,EQ,M,2025120,22.20
521216,EQ,M,2025120,109.45
521226,EQ,M,2025120,26.99
521228,EQ,M,2025120,3.60
521234,EQ,M,2025120,39.00
521240,EQ,M,2025120,168.12
521244,EQ,M,2025120,133.20
522001,EQ,M,2025120,103.80
522004,EQ,M,2025120,156.36
522005,EQ,M,2025120,177.84
522017,EQ,M,2025120,1382.52
522036,EQ,M,2025120,86.17
522091,EQ,M,2025120,156.60
522101,EQ,M,2025120,537.30
522105,EQ,M,2025120,54.18
522122,EQ,M,2025120,2253.78
522134,EQ,M,2025120,210.72
522152,EQ,M,2025120,176.22
522165,EQ,M,2025120,64.92
522183,EQ,M,2025120,439.86
522207,EQ,M,2025120,92.04
522231,EQ,M,2025120,128.60
522235,EQ,M,2025120,5.10
522237,EQ,M,2025120,37.08
522251,EQ,M,2025120,486.90
522267,EQ,M,2025120,63.60
522273,EQ,M,2025120,299.10
522289,EQ,M,2025120,59.35
522292,EQ,M,2025120,99.60
522294,EQ,M,2025120,190.86
523007,EQ,M,2025120,146.46
523021,EQ,M,2025120,70.80
523100,EQ,M,2025120,387.96
523105,EQ,M,2025120,22.75
523144,EQ,M,2025120,50.46
523151,EQ,M,2025120,8.83
523160,EQ,M,2025120,1796.34
523186,EQ,M,2025120,308.40
523232,EQ,M,2025120,142.74
523248,EQ,M,2025120,309.54
523309,EQ,M,2025120,116.88
523323,EQ,M,2025120,6990.24
523465,EQ,M,2025120,48.95
523475,EQ,M,2025120,1740.00
523483,EQ,M,2025120,263.40
523489,EQ,M,2025120,39.72
523537,EQ,M,2025120,43.79
523550,EQ,M,2025120,54.22
523558,EQ,M,2025120,33.56
523566,EQ,M,2025120,75.59
523586,EQ,M,2025120,309.90
523594,EQ,M,2025120,26.68
523606,EQ,M,2025120,1712.76
523620,EQ,M,2025120,40.73
523638,EQ,M,2025120,173.76
523650,EQ,M,2025120,44.76
523660,EQ,M,2025120,63.55
523672,EQ,M,2025120,65.95
523676,EQ,M,2025120,220.50
523696,EQ,M,2025120,86.89
523782,EQ,M,2025120,18.23
523826,EQ,M,2025120,44.66
523832,EQ,M,2025120,18.80
523840,EQ,M,2025120,29.52
523842,EQ,M,2025120,10.63
523850,EQ,M,2025120,561.48
523862,EQ,M,2025120,25.56
523896,EQ,M,2025120,23.17
524013,EQ,M,2025120,16.37
524038,EQ,M,2025120,6.60
524055,EQ,M,2025120,76.98
524080,EQ,M,2025120,86.39
524136,EQ,M,2025120,584.04
524156,EQ,M,2025120,49.50
524174,EQ,M,2025120,31.18
524202,EQ,M,2025120,119.51
524288,EQ,M,2025120,102.60
524314,EQ,M,2025120,61.38
524322,EQ,M,2025120,16.96
524336,EQ,M,2025120,160.98
524400,EQ,M,2025120,100.80
524408,EQ,M,2025120,196.92
524434,EQ,M,2025120,10.93
524440,EQ,M,2025120,53.40
524444,EQ,M,2025120,2.96
524480,EQ,M,2025120,694.62
524506,EQ,M,2025120,712.26
524520,EQ,M,2025120,79.74
524522,EQ,M,2025120,37.57
524564,EQ,M,2025120,9.35
524572,EQ,M,2025120,70.74
524576,EQ,M,2025120,21.11
524582,EQ,M,2025120,200.58
524590,EQ,M,2025120,12.97
524592,EQ,M,2025120,25.99
524594,EQ,M,2025120,228.00
524602,EQ,M,2025120,48.37
524614,EQ,M,2025120,5.58
524622,EQ,M,2025120,7.15
524624,EQ,M,2025120,26.40
524628,EQ,M,2025120,20.41
524634,EQ,M,2025120,480.30
524640,EQ,M,2025120,50.92
524663,EQ,M,2025120,28.73
524675,EQ,M,2025120,26.84
524687,EQ,M,2025120,18.72
524703,EQ,M,2025120,60.25
524711,EQ,M,2025120,12.83
524717,EQ,M,2025120,482.76
524727,EQ,M,2025120,25.43
524731,EQ,M,2025120,1581.18
524743,EQ,M,2025120,1016.94
524748,EQ,M,2025120,46.74
524752,EQ,M,2025120,13.36
524768,EQ,M,2025120,40.31
524808,EQ,M,2025120,32.34
524828,EQ,M,2025120,325.20
526001,EQ,M,2025120,9.07
526025,EQ,M,2025120,19.84
526043,EQ,M,2025120,70.18
526073,EQ,M,2025120,1087.56
526081,EQ,M,2025120,18.68
526095,EQ,M,2025120,45.73
526113,EQ,M,2025120,19.21
526117,EQ,M,2025120,550.80
526125,EQ,M,2025120,267.78
526137,EQ,M,2025120,154.92
526143,EQ,M,2025120,11.93
526159,EQ,M,2025120,117.97
526161,EQ,M,2025120,142.80
526169,EQ,M,2025120,337.02
526173,EQ,M,2025120,37.88
526179,EQ,M,2025120,412.32
526193,EQ,M,2025120,31.58
526211,EQ,M,2025120,84.30
526231,EQ,M,2025120,59.84
526237,EQ,M,2025120,129.84
526241,EQ,M,2025120,18.88
526269,EQ,M,2025120,202.44
526301,EQ,M,2025120,47.64
526315,EQ,M,2025120,79.50
526335,EQ,M,2025120,11.66
526345,EQ,M,2025120,22.97
526355,EQ,M,2025120,90.78
526365,EQ,M,2025120,36.84
526407,EQ,M,2025120,31.67
526409,EQ,M,2025120,14.30
526415,EQ,M,2025120,14.26
526433,EQ,M,2025120,3198.24
526435,EQ,M,2025120,135.72
526439,EQ,M,2025120,11.32
526441,EQ,M,2025120,1.39
526445,EQ,M,2025120,16.48
526468,EQ,M,2025120,24.85
526471,EQ,M,2025120,40.30
526473,EQ,M,2025120,5.99
526479,EQ,M,2025120,114.04
526481,EQ,M,2025120,50.41
526492,EQ,M,2025120,157.08
526494,EQ,M,2025120,12.68
526500,EQ,M,2025120,56.24
526506,EQ,M,2025120,124.62
526508,EQ,M,2025120,22.51
526519,EQ,M,2025120,157.20
526525,EQ,M,2025120,22.34
526530,EQ,M,2025120,94.56
526532,EQ,M,2025120,11.68
526574,EQ,M,2025120,32.27
526586,EQ,M,2025120,613.32
526588,EQ,M,2025120,19.56
526604,EQ,M,2025120,27.24
526616,EQ,M,2025120,76.34
526622,EQ,M,2025120,0.71
526640,EQ,M,2025120,60.53
526654,EQ,M,2025120,208.98
526703,EQ,M,2025120,658.20
526705,EQ,M,2025120,298.14
526711,EQ,M,2025120,30.60
526721,EQ,M,2025120,140.40
526723,EQ,M,2025120,231.12
526727,EQ,M,2025120,35.17
526731,EQ,M,2025120,384.18
526739,EQ,M,2025120,439.32
526747,EQ,M,2025120,321.18
526755,EQ,M,2025120,6.37
526761,EQ,M,2025120,32.12
526783,EQ,M,2025120,5179.68
526813,EQ,M,2025120,15.38
526827,EQ,M,2025120,56.42
526839,EQ,M,2025120,19.20
526841,EQ,M,2025120,32.87
526847,EQ,M,2025120,38.46
526851,EQ,M,2025120,181.32
526853,EQ,M,2025120,91.02
526861,EQ,M,2025120,173.82
526871,EQ,M,2025120,18.94
526873,EQ,M,2025120,50.44
526891,EQ,M,2025120,15.32
526901,EQ,M,2025120,66.01
526931,EQ,M,2025120,151.14
526945,EQ,M,2025120,122.82
526961,EQ,M,2025120,24.59
526965,EQ,M,2025120,197.64
526971,EQ,M,2025120,293.22
527005,EQ,M,2025120,88.81
530025,EQ,M,2025120,36.00
530027,EQ,M,2025120,6.00
530043,EQ,M,2025120,325.56
530045,EQ,M,2025120,39.47
530053,EQ,M,2025120,7.34
530065,EQ,M,2025120,24.30
530077,EQ,M,2025120,153.18
530111,EQ,M,2025120,33.60
530119,EQ,M,2025120,47.24
530125,EQ,M,2025120,413.82
530127,EQ,M,2025120,29.54
530129,EQ,M,2025120,1858.44
530133,EQ,M,2025120,114.68
530139,EQ,M,2025120,28.09
530145,EQ,M,2025120,48.59
530163,EQ,M,2025120,645.12
530167,EQ,M,2025120,23.63
530169,EQ,M,2025120,37.06
530171,EQ,M,2025120,45.90
530175,EQ,M,2025120,115.38
530185,EQ,M,2025120,8.06
530197,EQ,M,2025120,219.18
530201,EQ,M,2025120,5.14
530207,EQ,M,2025120,19.39
530213,EQ,M,2025120,71.87
530215,EQ,M,2025120,156.00
530233,EQ,M,2025120,321.72
530235,EQ,M,2025120,110.52
530245,EQ,M,2025120,831.60
530249,EQ,M,2025120,11.18
530251,EQ,M,2025120,1.09
530259,EQ,M,2025120,44.04
530263,EQ,M,2025120,0.84
530265,EQ,M,2025120,50.42
530271,EQ,M,2025120,12.84
530281,EQ,M,2025120,33.97
530289,EQ,M,2025120,57.35
530305,EQ,M,2025120,687.18
