Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
26-JUN-2025,DECCANCE,898.75,894.10,0.0052,0.0260,0.0259,0.4948
26-JUN-2025,DEEDEV,313.15,314.90,-0.0056,0.0304,0.0303,0.5789
26-JUN-2025,DEEPAKFERT,1594.40,1606.80,-0.0077,0.0302,0.0301,0.5751
26-JUN-2025,DEEPAKNTR,1969.40,1944.70,0.0126,0.0217,0.0216,0.4127
26-JUN-2025,DEEPINDS,450.90,444.65,0.0140,0.0314,0.0314,0.5999
26-JUN-2025,DELHISAFE,48.80,48.80,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,DELHIVERY,384.80,388.15,-0.0087,0.0224,0.0224,0.4280
26-JUN-2025,DELPHIFX,150.55,152.33,-0.0118,0.0323,0.0322,0.6152
26-JUN-2025,DELTACORP,90.05,89.98,0.0008,0.0237,0.0236,0.4509
26-JUN-2025,DELTAMAGNT,96.69,94.94,0.0183,0.0397,0.0397,0.7585
26-JUN-2025,DEN,38.11,38.32,-0.0055,0.0256,0.0256,0.4891
26-JUN-2025,DENIMDL,1.10,1.10,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,DENORA,867.15,867.35,-0.0002,0.0320,0.0319,0.6094
26-JUN-2025,DENTA,293.20,299.15,-0.0201,0.0223,0.0222,0.4241
26-JUN-2025,DEVIT,108.24,107.38,0.0080,0.0324,0.0324,0.6190
26-JUN-2025,DEVRUPTRAD,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,DEVYANI,171.86,172.21,-0.0020,0.0224,0.0224,0.4280
26-JUN-2025,DEWANHOUS,16.70,16.70,0.0000,0.0050,0.0050,0.0955
26-JUN-2025,DGCONTENT,44.94,44.67,0.0060,0.0329,0.0328,0.6266
26-JUN-2025,DHAMPURSUG,154.94,156.55,-0.0103,0.0250,0.0250,0.4776
26-JUN-2025,DHANBANK,29.45,29.81,-0.0121,0.0291,0.0290,0.5540
26-JUN-2025,DHANI,69.22,69.52,-0.0043,0.0398,0.0397,0.7585
26-JUN-2025,DHANUKA,1643.00,1695.50,-0.0315,0.0250,0.0250,0.4776
26-JUN-2025,DHARAN,0.45,0.47,-0.0435,0.0395,0.0395,0.7546
26-JUN-2025,DHARMAJ,329.70,314.05,0.0486,0.0316,0.0317,0.6056
26-JUN-2025,DHRUV,64.50,65.43,-0.0143,0.0317,0.0317,0.6056
26-JUN-2025,DHUNINV,1518.00,1484.60,0.0222,0.0341,0.0340,0.6496
26-JUN-2025,DIACABS,128.27,116.62,0.0952,0.0317,0.0323,0.6171
26-JUN-2025,DIAMINESQ,442.20,429.35,0.0295,0.0280,0.0281,0.5368
26-JUN-2025,DIAMONDYD,1034.80,1049.40,-0.0140,0.0255,0.0254,0.4853
26-JUN-2025,DICIND,650.40,650.85,-0.0007,0.0222,0.0222,0.4241
26-JUN-2025,DIFFNKG,317.55,319.50,-0.0061,0.0296,0.0296,0.5655
26-JUN-2025,DIGIDRIVE,30.91,30.98,-0.0023,0.0285,0.0284,0.5426
26-JUN-2025,DIGISPICE,23.31,22.95,0.0156,0.0359,0.0358,0.6840
26-JUN-2025,DIGITIDE,215.16,218.47,-0.0153,0.0066,0.0067,0.1280
26-JUN-2025,DIGJAMLMTD,33.60,33.32,0.0084,0.0258,0.0258,0.4929
26-JUN-2025,DIL,2.42,2.44,-0.0082,0.0340,0.0339,0.6477
26-JUN-2025,DISHTV,4.92,4.98,-0.0121,0.0294,0.0294,0.5617
26-JUN-2025,DIVGIITTS,587.85,587.00,0.0014,0.0240,0.0240,0.4585
26-JUN-2025,DIVISLAB,6616.00,6586.50,0.0045,0.0174,0.0174,0.3324
26-JUN-2025,DIVOPPBEES,79.17,78.54,0.0080,0.0096,0.0096,0.1834
26-JUN-2025,DIXON,14315.00,14165.00,0.0105,0.0262,0.0261,0.4986
26-JUN-2025,DJML,101.50,101.77,-0.0027,0.0273,0.0272,0.5197
26-JUN-2025,DLF,847.10,854.35,-0.0085,0.0217,0.0217,0.4146
26-JUN-2025,DLINKINDIA,539.45,540.85,-0.0026,0.0306,0.0305,0.5827
26-JUN-2025,DMART,4315.40,4276.40,0.0091,0.0182,0.0182,0.3477
26-JUN-2025,DMCC,261.15,263.40,-0.0086,0.0297,0.0296,0.5655
26-JUN-2025,DNAMEDIA,4.92,4.98,-0.0121,0.0352,0.0352,0.6725
26-JUN-2025,DODLA,1446.00,1400.60,0.0319,0.0241,0.0241,0.4604
26-JUN-2025,DOLATALGO,101.11,100.08,0.0102,0.0350,0.0350,0.6687
26-JUN-2025,DOLLAR,383.15,374.15,0.0238,0.0240,0.0240,0.4585
26-JUN-2025,DOLPHIN,407.60,388.70,0.0475,0.0732,0.0731,1.3966
26-JUN-2025,DOMS,2490.20,2503.20,-0.0052,0.0243,0.0243,0.4643
26-JUN-2025,DONEAR,108.20,108.51,-0.0029,0.0327,0.0326,0.6228
26-JUN-2025,DPABHUSHAN,1470.60,1486.10,-0.0105,0.0242,0.0241,0.4604
26-JUN-2025,DPSCLTD,13.28,13.38,-0.0075,0.0301,0.0300,0.5731
26-JUN-2025,DPWIRES,236.15,233.10,0.0130,0.0247,0.0247,0.4719
26-JUN-2025,DRCSYSTEMS,19.26,19.41,-0.0078,0.0393,0.0392,0.7489
26-JUN-2025,DREAMFOLKS,229.90,229.15,0.0033,0.0257,0.0256,0.4891
26-JUN-2025,DREDGECORP,700.95,705.90,-0.0070,0.0332,0.0331,0.6324
26-JUN-2025,DRREDDY,1321.50,1341.60,-0.0151,0.0133,0.0133,0.2541
26-JUN-2025,DSSL,1080.90,1087.00,-0.0056,0.0340,0.0339,0.6477
26-JUN-2025,DTIL,199.83,192.02,0.0399,0.0283,0.0284,0.5426
26-JUN-2025,DUCON,5.97,5.95,0.0034,0.0335,0.0335,0.6400
26-JUN-2025,DVL,343.20,344.35,-0.0033,0.0296,0.0295,0.5636
26-JUN-2025,DWARKESH,48.55,48.96,-0.0084,0.0258,0.0257,0.4910
26-JUN-2025,DYCL,951.55,944.50,0.0074,0.0373,0.0372,0.7107
26-JUN-2025,DYNAMATECH,7299.00,7149.00,0.0208,0.0260,0.0260,0.4967
26-JUN-2025,DYNPRO,283.40,285.90,-0.0088,0.0279,0.0279,0.5330
26-JUN-2025,E2E,2492.50,2508.50,-0.0064,0.0345,0.0344,0.6572
26-JUN-2025,EASEMYTRIP,10.54,10.66,-0.0113,0.0283,0.0283,0.5407
26-JUN-2025,EBANKNIFTY,57.15,56.62,0.0093,0.0082,0.0082,0.1567
26-JUN-2025,EBBETF0430,1516.87,1518.42,-0.0010,0.0020,0.0020,0.0382
26-JUN-2025,EBBETF0431,1363.39,1362.89,0.0004,0.0021,0.0021,0.0401
26-JUN-2025,EBBETF0433,1247.00,1249.07,-0.0017,0.0025,0.0025,0.0478
26-JUN-2025,EBSL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,ECAPINSURE,23.75,23.73,0.0008,0.0124,0.0124,0.2369
26-JUN-2025,ECLERX,3513.70,3509.90,0.0011,0.0247,0.0246,0.4700
26-JUN-2025,ECOSMOBLTY,312.30,303.55,0.0284,0.0305,0.0305,0.5827
26-JUN-2025,EDELWEISS,109.16,111.08,-0.0174,0.0334,0.0333,0.6362
26-JUN-2025,EGOLD,98.25,98.15,0.0010,0.0112,0.0112,0.2140
26-JUN-2025,EICHERMOT,5611.50,5576.00,0.0063,0.0161,0.0160,0.3057
26-JUN-2025,EIDPARRY,1019.30,1054.95,-0.0344,0.0226,0.0227,0.4337
26-JUN-2025,EIEL,235.42,247.22,-0.0489,0.0287,0.0288,0.5502
26-JUN-2025,EIFFL,215.63,216.60,-0.0045,0.0229,0.0229,0.4375
26-JUN-2025,EIFL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,EIHAHOTELS,378.55,376.80,0.0046,0.0252,0.0252,0.4814
26-JUN-2025,EIHOTEL,364.40,363.45,0.0026,0.0231,0.0230,0.4394
26-JUN-2025,EIMCOELECO,2473.50,2448.30,0.0102,0.0341,0.0341,0.6515
26-JUN-2025,EKC,135.75,138.29,-0.0185,0.0319,0.0318,0.6075
26-JUN-2025,ELDEHSG,799.85,799.90,-0.0001,0.0267,0.0266,0.5082
26-JUN-2025,ELECON,626.40,639.10,-0.0201,0.0313,0.0313,0.5980
26-JUN-2025,ELECTCAST,137.04,133.44,0.0266,0.0325,0.0324,0.6190
26-JUN-2025,ELECTHERM,1258.10,1247.70,0.0083,0.0303,0.0302,0.5770
26-JUN-2025,ELGIEQUIP,529.15,533.35,-0.0079,0.0273,0.0272,0.5197
26-JUN-2025,ELGIRUBCO,60.52,57.64,0.0488,0.0345,0.0346,0.6610
26-JUN-2025,ELIN,179.00,175.75,0.0183,0.0311,0.0311,0.5942
26-JUN-2025,EMAMILTD,574.15,572.20,0.0034,0.0219,0.0219,0.4184
26-JUN-2025,EMAMIPAP,94.74,95.73,-0.0104,0.0234,0.0233,0.4451
26-JUN-2025,EMAMIREAL,117.12,113.48,0.0316,0.0332,0.0332,0.6343
26-JUN-2025,EMBASSY,393.70,395.88,-0.0055,0.0117,0.0117,0.2235
26-JUN-2025,EMBDL,123.78,126.99,-0.0256,0.0349,0.0349,0.6668
26-JUN-2025,EMCURE,1318.40,1335.30,-0.0127,0.0220,0.0220,0.4203
26-JUN-2025,EMIL,148.37,147.28,0.0074,0.0305,0.0304,0.5808
26-JUN-2025,EMKAY,225.25,224.55,0.0031,0.0312,0.0312,0.5961
26-JUN-2025,EMMBI,109.37,110.61,-0.0113,0.0342,0.0341,0.6515
26-JUN-2025,EMSLIMITED,627.90,627.65,0.0004,0.0293,0.0293,0.5598
26-JUN-2025,EMUDHRA,762.55,770.05,-0.0098,0.0265,0.0265,0.5063
26-JUN-2025,EMULTIMQ,43.78,43.66,0.0027,0.0097,0.0096,0.1834
26-JUN-2025,ENDURANCE,2630.50,2756.40,-0.0468,0.0205,0.0207,0.3955
26-JUN-2025,ENERGYDEV,21.91,21.54,0.0170,0.0361,0.0360,0.6878
26-JUN-2025,ENGINERSIN,233.15,235.67,-0.0108,0.0302,0.0301,0.5751
26-JUN-2025,ENIL,148.27,148.96,-0.0046,0.0271,0.0271,0.5177
26-JUN-2025,ENRIN,2827.60,2802.10,0.0091,0.0043,0.0043,0.0822
26-JUN-2025,ENTERO,1118.10,1130.30,-0.0109,0.0236,0.0236,0.4509
26-JUN-2025,EPACK,340.20,347.10,-0.0201,0.0297,0.0297,0.5674
26-JUN-2025,EPIGRAL,1809.40,1817.20,-0.0043,0.0306,0.0305,0.5827
26-JUN-2025,EPL,237.11,239.68,-0.0108,0.0249,0.0249,0.4757
26-JUN-2025,EQUAL200,13.12,13.04,0.0061,0.0094,0.0094,0.1796
26-JUN-2025,EQUAL50,320.01,316.49,0.0111,0.0025,0.0026,0.0497
26-JUN-2025,EQUAL50ADD,329.76,326.25,0.0107,0.0094,0.0094,0.1796
26-JUN-2025,EQUIPPP,18.95,19.51,-0.0291,0.0271,0.0271,0.5177
26-JUN-2025,EQUITASBNK,67.48,67.77,-0.0043,0.0218,0.0218,0.4165
26-JUN-2025,ERIS,1618.00,1627.80,-0.0060,0.0214,0.0214,0.4088
26-JUN-2025,ESABINDIA,5086.50,5148.00,-0.0120,0.0188,0.0187,0.3573
26-JUN-2025,ESAFSFB,32.63,32.22,0.0126,0.0209,0.0208,0.3974
26-JUN-2025,ESCORTS,3358.00,3304.60,0.0160,0.0193,0.0193,0.3687
26-JUN-2025,ESG,43.30,42.76,0.0125,0.0091,0.0092,0.1758
26-JUN-2025,ESILVER,108.59,106.49,0.0195,0.0128,0.0129,0.2465
26-JUN-2025,ESSARSHPNG,29.68,30.41,-0.0243,0.0372,0.0371,0.7088
26-JUN-2025,ESSENTIA,2.20,2.22,-0.0090,0.0308,0.0307,0.5865
26-JUN-2025,ESTER,129.20,129.29,-0.0007,0.0350,0.0349,0.6668
26-JUN-2025,ETERNAL,265.18,258.86,0.0241,0.0263,0.0263,0.5025
26-JUN-2025,ETHOS-RE,734.20,780.90,-0.0617,0.0046,0.0063,0.1204
26-JUN-2025,ETHOSLTD,2577.10,2629.80,-0.0202,0.0244,0.0244,0.4662
26-JUN-2025,EUREKAFORB,601.60,606.65,-0.0084,0.0232,0.0232,0.4432
26-JUN-2025,EUROTEXIND,16.11,16.00,0.0069,0.0534,0.0533,1.0183
26-JUN-2025,EVEREADY,320.25,321.00,-0.0023,0.0230,0.0229,0.4375
26-JUN-2025,EVERESTIND,538.10,527.80,0.0193,0.0265,0.0265,0.5063
26-JUN-2025,EVIETF,29.27,29.19,0.0027,0.0062,0.0061,0.1165
26-JUN-2025,EVINDIA,29.31,29.18,0.0044,0.0102,0.0102,0.1949
26-JUN-2025,EXCEL,0.85,0.89,-0.0460,0.0425,0.0425,0.8120
26-JUN-2025,EXCELINDUS,1246.50,1244.20,0.0018,0.0300,0.0299,0.5712
26-JUN-2025,EXICOM,196.18,202.97,-0.0340,0.0346,0.0346,0.6610
26-JUN-2025,EXIDEIND,388.85,385.80,0.0079,0.0202,0.0202,0.3859
26-JUN-2025,EXPLEOSOL,1288.50,1298.30,-0.0076,0.0243,0.0242,0.4623
26-JUN-2025,EXXARO,8.74,8.67,0.0080,0.0321,0.0320,0.6114
26-JUN-2025,FACT,965.90,1037.95,-0.0719,0.0350,0.0352,0.6725
26-JUN-2025,FAIRCHEMOR,941.80,943.05,-0.0013,0.0334,0.0334,0.6381
26-JUN-2025,FAZE3Q,570.30,587.60,-0.0299,0.0317,0.0317,0.6056
26-JUN-2025,FCL,275.73,277.73,-0.0072,0.0286,0.0285,0.5445
26-JUN-2025,FCSSOFT,2.59,2.61,-0.0077,0.0335,0.0334,0.6381
26-JUN-2025,FDC,474.60,471.75,0.0060,0.0194,0.0193,0.3687
26-JUN-2025,FEDERALBNK,210.02,210.40,-0.0018,0.0165,0.0165,0.3152
26-JUN-2025,FEDFINA,116.13,116.96,-0.0071,0.0174,0.0174,0.3324
26-JUN-2025,FEL,0.60,0.59,0.0168,0.0274,0.0274,0.5235
26-JUN-2025,FELDVR,3.64,3.75,-0.0298,0.0323,0.0323,0.6171
26-JUN-2025,FIBERWEB,51.44,49.17,0.0451,0.0361,0.0361,0.6897
26-JUN-2025,FIEMIND,1817.30,1874.00,-0.0307,0.0226,0.0227,0.4337
26-JUN-2025,FILATEX,55.39,56.37,-0.0175,0.0297,0.0296,0.5655
26-JUN-2025,FILATFASH,0.50,0.51,-0.0198,0.0278,0.0278,0.5311
26-JUN-2025,FINCABLES,940.40,939.25,0.0012,0.0267,0.0266,0.5082
26-JUN-2025,FINEORG,4900.60,4992.20,-0.0185,0.0204,0.0204,0.3897
26-JUN-2025,FINIETF,31.31,30.84,0.0151,0.0125,0.0125,0.2388
26-JUN-2025,FINOPB,292.92,299.25,-0.0214,0.0318,0.0317,0.6056
26-JUN-2025,FINPIPE,217.74,216.75,0.0046,0.0244,0.0244,0.4662
26-JUN-2025,FIRL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,FIRSTCRY,396.85,339.15,0.1571,0.0285,0.0306,0.5846
26-JUN-2025,FIVESTAR,759.10,753.00,0.0081,0.0255,0.0254,0.4853
26-JUN-2025,FLAIR,258.85,262.40,-0.0136,0.0231,0.0231,0.4413
26-JUN-2025,FLEXITUFF,36.00,38.30,-0.0619,0.0345,0.0347,0.6629
26-JUN-2025,FLFL,1.73,1.71,0.0116,0.0279,0.0278,0.5311
26-JUN-2025,FLUOROCHEM,3541.10,3469.20,0.0205,0.0219,0.0219,0.4184
26-JUN-2025,FMCGIETF,58.61,58.26,0.0060,0.0086,0.0086,0.1643
26-JUN-2025,FMGOETZE,532.40,542.00,-0.0179,0.0237,0.0237,0.4528
26-JUN-2025,FMNL,16.11,15.80,0.0194,0.0294,0.0294,0.5617
26-JUN-2025,FOCUS,112.89,116.22,-0.0291,0.0335,0.0335,0.6400
26-JUN-2025,FOODSIN,122.29,124.58,-0.0186,0.0345,0.0344,0.6572
26-JUN-2025,FORCEMOT,14114.00,13887.00,0.0162,0.0336,0.0336,0.6419
26-JUN-2025,FORTIS,790.70,779.80,0.0139,0.0203,0.0203,0.3878
26-JUN-2025,FOSECOIND,4723.40,4848.10,-0.0261,0.0240,0.0240,0.4585
26-JUN-2025,FRICKINDIA,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,FSC,2.19,2.21,-0.0091,0.0296,0.0295,0.5636
26-JUN-2025,FSL,383.35,388.85,-0.0142,0.0279,0.0279,0.5330
26-JUN-2025,FUSION,205.13,209.61,-0.0216,0.0318,0.0317,0.6056
26-JUN-2025,GABRIEL,659.80,637.30,0.0347,0.0283,0.0284,0.5426
26-JUN-2025,GAEL,112.22,114.59,-0.0209,0.0258,0.0257,0.4910
26-JUN-2025,GAIL,186.79,183.98,0.0152,0.0214,0.0214,0.4088
26-JUN-2025,GALAPREC,878.20,880.55,-0.0027,0.0312,0.0311,0.5942
26-JUN-2025,GALAXYSURF,2600.30,2642.90,-0.0162,0.0194,0.0194,0.3706
26-JUN-2025,GALLANTT,536.80,546.20,-0.0174,0.0303,0.0302,0.5770
26-JUN-2025,GANDHAR,173.38,173.72,-0.0020,0.0214,0.0214,0.4088
26-JUN-2025,GANDHITUBE,713.70,709.05,0.0065,0.0247,0.0247,0.4719
26-JUN-2025,GANECOS,1481.20,1471.10,0.0068,0.0281,0.0280,0.5349
26-JUN-2025,GANESHBE,98.67,100.17,-0.0151,0.0300,0.0300,0.5731
26-JUN-2025,GANESHHOUC,995.10,996.30,-0.0012,0.0316,0.0316,0.6037
26-JUN-2025,GANGAFORGE,3.99,4.05,-0.0149,0.0323,0.0323,0.6171
26-JUN-2025,GANGESSECU,165.78,168.84,-0.0183,0.0316,0.0316,0.6037
26-JUN-2025,GARFIBRES,915.00,917.70,-0.0029,0.0257,0.0256,0.4891
26-JUN-2025,GARUDA,125.67,123.28,0.0192,0.0302,0.0302,0.5770
26-JUN-2025,GATECH,1.01,0.98,0.0302,0.0427,0.0426,0.8139
26-JUN-2025,GATECHDVR,1.00,0.92,0.0834,0.0312,0.0317,0.6056
26-JUN-2025,GATEWAY,65.62,65.99,-0.0056,0.0199,0.0198,0.3783
26-JUN-2025,GAYAHWS,1.33,1.34,-0.0075,0.0342,0.0342,0.6534
26-JUN-2025,GAYAPROJ,8.62,8.60,0.0023,0.0322,0.0321,0.6133
26-JUN-2025,GDHL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,GEECEE,386.75,386.90,-0.0004,0.0276,0.0275,0.5254
26-JUN-2025,GEEKAYWIRE,71.35,70.18,0.0165,0.0319,0.0318,0.6075
26-JUN-2025,GENCON,41.51,40.82,0.0168,0.0395,0.0394,0.7527
26-JUN-2025,GENESYS,630.80,638.90,-0.0128,0.0358,0.0357,0.6820
26-JUN-2025,GENSOL,41.26,42.10,-0.0202,0.0364,0.0364,0.6954
26-JUN-2025,GENUSPAPER,18.98,19.45,-0.0245,0.0296,0.0296,0.5655
26-JUN-2025,GENUSPOWER,372.30,375.45,-0.0084,0.0314,0.0313,0.5980
26-JUN-2025,GEOJITFSL,85.30,86.06,-0.0089,0.0339,0.0339,0.6477
26-JUN-2025,GEPIL,315.60,322.65,-0.0221,0.0372,0.0371,0.7088
26-JUN-2025,GESHIP,987.95,986.00,0.0020,0.0233,0.0233,0.4451
26-JUN-2025,GFLLIMITED,66.34,65.33,0.0153,0.0311,0.0310,0.5923
26-JUN-2025,GHCL,601.45,608.60,-0.0118,0.0234,0.0234,0.4471
26-JUN-2025,GHCLTEXTIL,92.96,93.69,-0.0078,0.0254,0.0253,0.4834
26-JUN-2025,GICHSGFIN,193.71,194.60,-0.0046,0.0231,0.0231,0.4413
26-JUN-2025,GICRE,381.55,384.70,-0.0082,0.0284,0.0283,0.5407
26-JUN-2025,GILLANDERS,136.70,141.70,-0.0359,0.0292,0.0292,0.5579
26-JUN-2025,GILLETTE,10781.00,10481.00,0.0282,0.0209,0.0209,0.3993
26-JUN-2025,GILT5YBEES,62.37,62.37,0.0000,0.0021,0.0021,0.0401
26-JUN-2025,GINNIFILA,45.82,46.75,-0.0201,0.0376,0.0375,0.7164
26-JUN-2025,GIPCL,208.14,209.65,-0.0072,0.0294,0.0293,0.5598
26-JUN-2025,GKWLIMITED,1859.10,1793.70,0.0358,0.0313,0.0313,0.5980
26-JUN-2025,GLAND,1792.30,1780.30,0.0067,0.0210,0.0210,0.4012
26-JUN-2025,GLAXO,3301.80,3258.80,0.0131,0.0250,0.0250,0.4776
26-JUN-2025,GLENMARK,1732.00,1717.10,0.0086,0.0195,0.0195,0.3725
26-JUN-2025,GLFL,6.65,6.78,-0.0194,0.0699,0.0698,1.3335
26-JUN-2025,GLOBAL,62.32,62.63,-0.0050,0.0350,0.0349,0.6668
26-JUN-2025,GLOBALE,15.42,15.24,0.0117,0.0239,0.0238,0.4547
26-JUN-2025,GLOBALVECT,260.99,258.08,0.0112,0.0340,0.0339,0.6477
26-JUN-2025,GLOBE,2.38,2.39,-0.0042,0.0344,0.0344,0.6572
26-JUN-2025,GLOBUSSPR,955.05,962.55,-0.0078,0.0291,0.0291,0.5560
26-JUN-2025,GLOSTERLTD,715.70,711.70,0.0056,0.0186,0.0186,0.3554
26-JUN-2025,GMBREW,729.25,731.90,-0.0036,0.0261,0.0261,0.4986
26-JUN-2025,GMDCLTD,404.75,403.50,0.0031,0.0303,0.0302,0.5770
26-JUN-2025,GMMPFAUDLR,1186.20,1187.90,-0.0014,0.0191,0.0191,0.3649
26-JUN-2025,GMRAIRPORT,84.87,83.58,0.0153,0.0217,0.0216,0.4127
26-JUN-2025,GMRP&UI,107.57,108.39,-0.0076,0.0335,0.0334,0.6381
26-JUN-2025,GNA,322.00,324.60,-0.0080,0.0239,0.0239,0.4566
26-JUN-2025,GNFC,550.05,553.70,-0.0066,0.0216,0.0215,0.4108
26-JUN-2025,GOACARBON,487.75,485.10,0.0054,0.0284,0.0283,0.5407
26-JUN-2025,GOCLCORP,366.80,372.80,-0.0162,0.0304,0.0304,0.5808
26-JUN-2025,GOCOLORS,878.00,885.60,-0.0086,0.0198,0.0197,0.3764
26-JUN-2025,GODAVARIB,246.60,247.30,-0.0028,0.0313,0.0312,0.5961
26-JUN-2025,GODFRYPHLP,8601.00,8280.00,0.0380,0.0375,0.0375,0.7164
26-JUN-2025,GODHA,0.54,0.56,-0.0364,0.0381,0.0381,0.7279
26-JUN-2025,GODIGIT,354.45,355.20,-0.0021,0.0217,0.0216,0.4127
26-JUN-2025,GODREJAGRO,771.60,765.30,0.0082,0.0221,0.0221,0.4222
26-JUN-2025,GODREJCP,1184.30,1185.30,-0.0008,0.0164,0.0164,0.3133
26-JUN-2025,GODREJIND,1246.50,1247.20,-0.0006,0.0264,0.0264,0.5044
26-JUN-2025,GODREJPROP,2391.60,2403.30,-0.0049,0.0250,0.0250,0.4776
26-JUN-2025,GOENKA,0.91,0.90,0.0110,0.0322,0.0322,0.6152
26-JUN-2025,GOKEX,882.25,884.30,-0.0023,0.0296,0.0295,0.5636
26-JUN-2025,GOKUL,44.89,45.12,-0.0051,0.0290,0.0289,0.5521
26-JUN-2025,GOKULAGRO,305.16,304.41,0.0025,0.0318,0.0317,0.6056
26-JUN-2025,GOLD1,81.78,81.73,0.0006,0.0093,0.0092,0.1758
26-JUN-2025,GOLD360,96.00,96.00,0.0000,0.0067,0.0067,0.1280
26-JUN-2025,GOLDBEES,81.12,81.11,0.0001,0.0096,0.0095,0.1815
26-JUN-2025,GOLDCASE,15.42,15.38,0.0026,0.0085,0.0085,0.1624
26-JUN-2025,GOLDEDGE,10.50,10.50,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,GOLDENTOBC,35.19,35.35,-0.0045,0.0260,0.0260,0.4967
26-JUN-2025,GOLDETF,95.26,95.13,0.0014,0.0091,0.0090,0.1719
26-JUN-2025,GOLDETFADD,94.89,95.11,-0.0023,0.0093,0.0092,0.1758
26-JUN-2025,GOLDIAM,342.00,343.90,-0.0055,0.0411,0.0410,0.7833
26-JUN-2025,GOLDIETF,83.83,83.78,0.0006,0.0119,0.0118,0.2254
26-JUN-2025,GOLDSHARE,82.75,82.10,0.0079,0.0087,0.0087,0.1662
26-JUN-2025,GOLDTECH,67.62,67.49,0.0019,0.0398,0.0397,0.7585
26-JUN-2025,GOODLUCK,1100.20,1101.10,-0.0008,0.0316,0.0315,0.6018
26-JUN-2025,GOPAL,356.20,364.00,-0.0217,0.0225,0.0225,0.4299
26-JUN-2025,GOYALALUM,8.07,8.15,-0.0099,0.0241,0.0240,0.4585
26-JUN-2025,GPIL,188.72,185.38,0.0179,0.0268,0.0268,0.5120
26-JUN-2025,GPPL,161.74,162.04,-0.0019,0.0233,0.0233,0.4451
26-JUN-2025,GPTHEALTH,145.70,146.92,-0.0083,0.0208,0.0207,0.3955
26-JUN-2025,GPTINFRA,128.86,129.16,-0.0023,0.0339,0.0338,0.6457
26-JUN-2025,GRACIOUS,13.50,13.50,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,GRANULES,496.90,493.75,0.0064,0.0245,0.0244,0.4662
26-JUN-2025,GRAPHITE,557.35,558.30,-0.0017,0.0279,0.0279,0.5330
26-JUN-2025,GRASIM,2882.90,2831.80,0.0179,0.0148,0.0148,0.2828
26-JUN-2025,GRAVITA,1809.30,1764.40,0.0251,0.0342,0.0341,0.6515
26-JUN-2025,GREAVESCOT,202.35,203.79,-0.0071,0.0325,0.0324,0.6190
26-JUN-2025,GREENLAM,237.10,234.50,0.0110,0.0272,0.0271,0.5177
26-JUN-2025,GREENPANEL,267.30,266.40,0.0034,0.0240,0.0239,0.4566
26-JUN-2025,GREENPLY,317.40,317.70,-0.0009,0.0269,0.0268,0.5120
26-JUN-2025,GREENPOWER,14.18,14.14,0.0028,0.0302,0.0301,0.5751
26-JUN-2025,GRINDWELL,1718.00,1709.90,0.0047,0.0228,0.0227,0.4337
26-JUN-2025,GRINFRA,1271.50,1287.40,-0.0124,0.0225,0.0225,0.4299
26-JUN-2025,GRMOVER,362.40,366.40,-0.0110,0.0319,0.0319,0.6094
26-JUN-2025,GROBTEA,1150.15,1150.20,-0.0000,0.0343,0.0342,0.6534
26-JUN-2025,GROWWDEFNC,87.26,86.84,0.0048,0.0162,0.0162,0.3095
26-JUN-2025,GROWWEV,29.24,29.24,0.0000,0.0101,0.0101,0.1930
26-JUN-2025,GROWWGOLD,95.98,96.06,-0.0008,0.0076,0.0076,0.1452
26-JUN-2025,GROWWLIQID,104.60,104.58,0.0002,0.0002,0.0002,0.0038
26-JUN-2025,GROWWLOVOL,10.60,10.13,0.0454,0.0008,0.0033,0.0630
26-JUN-2025,GROWWMOM50,11.13,11.05,0.0072,0.0046,0.0046,0.0879
26-JUN-2025,GROWWN200,11.42,11.35,0.0061,0.0095,0.0095,0.1815
26-JUN-2025,GROWWRAIL,38.48,38.47,0.0003,0.0119,0.0119,0.2273
26-JUN-2025,GROWWSLVR,107.03,104.58,0.0232,0.0044,0.0047,0.0898
26-JUN-2025,GRPLTD,2777.40,2694.40,0.0303,0.0331,0.0331,0.6324
26-JUN-2025,GRSE,2982.70,3003.30,-0.0069,0.0408,0.0407,0.7776
26-JUN-2025,GRWRHITECH,4148.50,4118.80,0.0072,0.0408,0.0407,0.7776
26-JUN-2025,GSEC10ABSL,109.53,109.55,-0.0002,0.0031,0.0031,0.0592
26-JUN-2025,GSEC10IETF,256.80,258.01,-0.0047,0.0045,0.0045,0.0860
