Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
26-JUN-2025,20MICRONS,230.36,231.62,-0.0055,0.0321,0.0320,0.6114
26-JUN-2025,21STCENMGM,61.22,62.45,-0.0199,0.0186,0.0187,0.3573
26-JUN-2025,360ONE,1164.85,1190.00,-0.0214,0.0266,0.0266,0.5082
26-JUN-2025,3IINFOLTD,25.52,25.81,-0.0113,0.0302,0.0301,0.5751
26-JUN-2025,3MINDIA,28605.00,28500.00,0.0037,0.0169,0.0169,0.3229
26-JUN-2025,3PLAND,50.64,50.45,0.0038,0.0371,0.0370,0.7069
26-JUN-2025,500009,36.19,35.52,0.0187,0.0326,0.0325,0.6209
26-JUN-2025,500012,55.15,54.86,0.0053,0.0258,0.0258,0.4929
26-JUN-2025,500014,4.81,4.82,-0.0021,0.0283,0.0282,0.5388
26-JUN-2025,500016,9.27,9.38,-0.0118,0.0342,0.0342,0.6534
26-JUN-2025,500028,38.43,39.01,-0.0150,0.0349,0.0348,0.6649
26-JUN-2025,500058,15.61,16.02,-0.0259,0.0320,0.0320,0.6114
26-JUN-2025,500068,14054.40,13850.00,0.0147,0.0174,0.0173,0.3305
26-JUN-2025,500069,381.00,387.50,-0.0169,0.0292,0.0291,0.5560
26-JUN-2025,500123,12293.50,11930.70,0.0300,0.0241,0.0241,0.4604
26-JUN-2025,500142,10.19,9.74,0.0452,0.0413,0.0413,0.7890
26-JUN-2025,500143,190.60,188.15,0.0129,0.0345,0.0344,0.6572
26-JUN-2025,500147,3471.75,3484.20,-0.0036,0.0355,0.0354,0.6763
26-JUN-2025,500159,134.05,132.00,0.0154,0.0249,0.0248,0.4738
26-JUN-2025,500166,210.35,205.65,0.0226,0.0274,0.0274,0.5235
26-JUN-2025,500168,943.25,938.35,0.0052,0.0132,0.0132,0.2522
26-JUN-2025,500170,26.25,26.52,-0.0102,0.0316,0.0315,0.6018
26-JUN-2025,500192,2.22,2.28,-0.0267,0.0297,0.0296,0.5655
26-JUN-2025,500202,9.77,10.28,-0.0509,0.0430,0.0431,0.8234
26-JUN-2025,500206,80.00,81.25,-0.0155,0.0343,0.0343,0.6553
26-JUN-2025,500213,509.65,511.65,-0.0039,0.0283,0.0283,0.5407
26-JUN-2025,500220,202.60,200.35,0.0112,0.0342,0.0341,0.6515
26-JUN-2025,500239,17.27,17.49,-0.0127,0.0313,0.0313,0.5980
26-JUN-2025,500240,249.40,254.25,-0.0193,0.0316,0.0315,0.6018
26-JUN-2025,500245,584.15,595.95,-0.0200,0.0242,0.0242,0.4623
26-JUN-2025,500246,88.60,89.00,-0.0045,0.0445,0.0444,0.8483
26-JUN-2025,500248,6.15,6.15,0.0000,0.0289,0.0288,0.5502
26-JUN-2025,500264,126.30,126.15,0.0012,0.0318,0.0317,0.6056
26-JUN-2025,500267,309.00,308.00,0.0032,0.0287,0.0286,0.5464
26-JUN-2025,500270,161.10,165.05,-0.0242,0.0277,0.0277,0.5292
26-JUN-2025,500277,7.70,7.95,-0.0320,0.0378,0.0378,0.7222
26-JUN-2025,500285,41.15,41.88,-0.0176,0.0345,0.0345,0.6591
26-JUN-2025,500298,1001.45,1011.65,-0.0101,0.0341,0.0340,0.6496
26-JUN-2025,500306,151.45,151.75,-0.0020,0.0371,0.0370,0.7069
26-JUN-2025,500307,505.60,505.80,-0.0004,0.0127,0.0127,0.2426
26-JUN-2025,500319,112.97,114.71,-0.0153,0.0342,0.0342,0.6534
26-JUN-2025,500322,162.00,169.40,-0.0447,0.0328,0.0329,0.6286
26-JUN-2025,500346,58.00,58.65,-0.0111,0.0348,0.0347,0.6629
26-JUN-2025,500357,14.15,13.50,0.0470,0.0308,0.0309,0.5903
26-JUN-2025,500360,75.00,72.20,0.0380,0.0352,0.0352,0.6725
26-JUN-2025,500365,34.98,35.40,-0.0119,0.0313,0.0312,0.5961
26-JUN-2025,500370,48.12,47.04,0.0227,0.0395,0.0395,0.7546
26-JUN-2025,500388,47.89,47.95,-0.0013,0.0322,0.0322,0.6152
26-JUN-2025,500389,11.55,11.74,-0.0163,0.0257,0.0256,0.4891
26-JUN-2025,500414,238.45,251.00,-0.0513,0.0345,0.0346,0.6610
26-JUN-2025,500421,16.91,16.23,0.0410,0.0301,0.0302,0.5770
26-JUN-2025,500422,39.48,39.09,0.0099,0.0384,0.0383,0.7317
26-JUN-2025,500426,2.77,2.80,-0.0108,0.0294,0.0293,0.5598
26-JUN-2025,500449,36.51,35.80,0.0196,0.0361,0.0361,0.6897
26-JUN-2025,500450,500.00,500.00,0.0000,0.0295,0.0295,0.5636
26-JUN-2025,500458,31.16,30.70,0.0149,0.0334,0.0333,0.6362
26-JUN-2025,500672,1010.85,1021.15,-0.0101,0.0202,0.0202,0.3859
26-JUN-2025,501110,7.15,7.15,0.0000,0.0008,0.0008,0.0153
26-JUN-2025,501111,11.57,11.57,0.0000,0.0024,0.0024,0.0459
26-JUN-2025,501148,404.20,396.30,0.0197,0.0159,0.0159,0.3038
26-JUN-2025,501261,453.45,453.45,0.0000,0.0090,0.0089,0.1700
26-JUN-2025,501270,1.34,1.34,0.0000,0.0012,0.0012,0.0229
26-JUN-2025,501298,6790.00,6767.00,0.0034,0.0273,0.0272,0.5197
26-JUN-2025,501311,13.20,13.20,0.0000,0.0294,0.0293,0.5598
26-JUN-2025,501314,0.74,0.77,-0.0397,0.0420,0.0420,0.8024
26-JUN-2025,501351,84.68,84.68,0.0000,0.0273,0.0272,0.5197
26-JUN-2025,501370,146.00,141.00,0.0348,0.0362,0.0362,0.6916
26-JUN-2025,501386,11.73,11.73,0.0000,0.0119,0.0119,0.2273
26-JUN-2025,501391,967.00,982.50,-0.0159,0.0369,0.0368,0.7031
26-JUN-2025,501421,3820.50,3843.45,-0.0060,0.0351,0.0350,0.6687
26-JUN-2025,501430,1994.00,1900.35,0.0481,0.0326,0.0327,0.6247
26-JUN-2025,501477,341.65,316.75,0.0757,0.0329,0.0333,0.6362
26-JUN-2025,501479,11.02,11.02,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,501622,55.38,55.39,-0.0002,0.0280,0.0280,0.5349
26-JUN-2025,501630,24.48,24.48,0.0000,0.0029,0.0028,0.0535
26-JUN-2025,501700,9.97,10.14,-0.0169,0.0300,0.0299,0.5712
26-JUN-2025,501833,24.69,25.20,-0.0204,0.0365,0.0364,0.6954
26-JUN-2025,501848,89.86,89.60,0.0029,0.0355,0.0354,0.6763
26-JUN-2025,501945,5.34,5.34,0.0000,0.0129,0.0129,0.2465
26-JUN-2025,502015,34.53,33.07,0.0432,0.0380,0.0380,0.7260
26-JUN-2025,502133,68.70,67.90,0.0117,0.0266,0.0266,0.5082
26-JUN-2025,502250,327.00,327.00,0.0000,0.0326,0.0325,0.6209
26-JUN-2025,502281,13.94,13.89,0.0036,0.0313,0.0312,0.5961
26-JUN-2025,502294,39.85,39.54,0.0078,0.0407,0.0406,0.7757
26-JUN-2025,502445,58.45,53.26,0.0930,0.0358,0.0363,0.6935
26-JUN-2025,502587,86.44,84.28,0.0253,0.0274,0.0274,0.5235
26-JUN-2025,502589,141.85,141.85,0.0000,0.0333,0.0332,0.6343
26-JUN-2025,502850,13.65,13.65,0.0000,0.0054,0.0054,0.1032
26-JUN-2025,502865,434.20,431.45,0.0064,0.0319,0.0318,0.6075
26-JUN-2025,502873,109.85,105.00,0.0452,0.0322,0.0323,0.6171
26-JUN-2025,502893,93.62,93.30,0.0034,0.0430,0.0429,0.8196
26-JUN-2025,502901,123.81,121.06,0.0225,0.0309,0.0309,0.5903
26-JUN-2025,502933,155.95,165.00,-0.0564,0.0306,0.0307,0.5865
26-JUN-2025,502958,9166.75,9158.25,0.0009,0.0264,0.0263,0.5025
26-JUN-2025,503092,34.79,35.01,-0.0063,0.0460,0.0459,0.8769
26-JUN-2025,503127,4980.00,4990.00,-0.0020,0.0302,0.0302,0.5770
26-JUN-2025,503229,186.95,183.65,0.0178,0.0383,0.0382,0.7298
26-JUN-2025,503349,6600.00,6634.05,-0.0051,0.0317,0.0316,0.6037
26-JUN-2025,503622,7.71,7.71,0.0000,0.0033,0.0033,0.0630
26-JUN-2025,503624,9.14,8.95,0.0210,0.0374,0.0374,0.7145
26-JUN-2025,503626,10.50,10.50,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,503635,14.58,14.58,0.0000,0.0036,0.0036,0.0688
26-JUN-2025,503639,9.55,9.55,0.0000,0.0101,0.0101,0.1930
26-JUN-2025,503641,10.67,10.75,-0.0075,0.0264,0.0263,0.5025
26-JUN-2025,503657,17.84,17.95,-0.0061,0.0350,0.0349,0.6668
26-JUN-2025,503659,86.00,86.00,0.0000,0.0308,0.0308,0.5884
26-JUN-2025,503663,3.20,3.22,-0.0062,0.0338,0.0338,0.6457
26-JUN-2025,503671,4.55,4.55,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,503675,1.19,1.21,-0.0167,0.0340,0.0340,0.6496
26-JUN-2025,503681,129532.70,128717.50,0.0063,0.5243,0.5230,9.9919
26-JUN-2025,503685,22.58,23.12,-0.0236,0.0380,0.0379,0.7241
26-JUN-2025,503689,3.20,3.20,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,503696,55.00,55.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,503772,56.70,56.70,0.0000,0.0295,0.0295,0.5636
26-JUN-2025,503776,44.78,44.79,-0.0002,0.0367,0.0366,0.6992
26-JUN-2025,503804,324.50,329.95,-0.0167,0.0196,0.0195,0.3725
26-JUN-2025,503816,66.64,65.34,0.0197,0.0332,0.0332,0.6343
26-JUN-2025,503837,12.96,13.97,-0.0750,0.0350,0.0353,0.6744
26-JUN-2025,503863,12.33,12.33,0.0000,0.0274,0.0273,0.5216
26-JUN-2025,504000,109.96,113.82,-0.0345,0.0331,0.0331,0.6324
26-JUN-2025,504028,185.80,182.90,0.0157,0.0290,0.0289,0.5521
26-JUN-2025,504076,113.00,113.10,-0.0009,0.0368,0.0367,0.7012
26-JUN-2025,504080,1546.00,1546.00,0.0000,0.0383,0.0382,0.7298
26-JUN-2025,504084,1471.65,1468.45,0.0022,0.1536,0.1532,2.9269
26-JUN-2025,504092,256.10,244.65,0.0457,0.0324,0.0325,0.6209
26-JUN-2025,504093,393.35,395.00,-0.0042,0.0243,0.0243,0.4643
26-JUN-2025,504132,939.85,969.55,-0.0311,0.0323,0.0323,0.6171
26-JUN-2025,504176,830.35,790.85,0.0487,0.0330,0.0331,0.6324
26-JUN-2025,504180,65.09,64.89,0.0031,0.0286,0.0285,0.5445
26-JUN-2025,504240,717.25,708.25,0.0126,0.0337,0.0336,0.6419
26-JUN-2025,504258,1024.85,1026.40,-0.0015,0.0296,0.0295,0.5636
26-JUN-2025,504273,24.47,23.78,0.0286,0.0296,0.0296,0.5655
26-JUN-2025,504340,5.37,5.37,0.0000,0.0173,0.0173,0.3305
26-JUN-2025,504346,1945.00,1906.90,0.0198,0.0184,0.0184,0.3515
26-JUN-2025,504351,1.58,1.58,0.0000,0.0254,0.0253,0.4834
26-JUN-2025,504356,9.36,9.36,0.0000,0.0458,0.0456,0.8712
26-JUN-2025,504365,4.11,4.11,0.0000,0.0009,0.0009,0.0172
26-JUN-2025,504369,0.49,0.49,0.0000,0.0130,0.0130,0.2484
26-JUN-2025,504375,131.75,131.75,0.0000,0.0098,0.0097,0.1853
26-JUN-2025,504378,4.09,3.99,0.0248,0.0319,0.0319,0.6094
26-JUN-2025,504380,69.88,69.00,0.0127,0.0282,0.0282,0.5388
26-JUN-2025,504392,16.59,15.80,0.0488,0.0374,0.0375,0.7164
26-JUN-2025,504397,105.00,105.00,0.0000,0.0312,0.0311,0.5942
26-JUN-2025,504398,56.14,56.14,0.0000,0.0135,0.0135,0.2579
26-JUN-2025,504605,3276.20,3257.25,0.0058,0.0307,0.0306,0.5846
26-JUN-2025,504646,341.95,350.55,-0.0248,0.0320,0.0320,0.6114
26-JUN-2025,504648,66.84,67.15,-0.0046,0.0371,0.0370,0.7069
26-JUN-2025,504731,142.35,144.30,-0.0136,0.0303,0.0302,0.5770
26-JUN-2025,504746,826.85,810.65,0.0198,0.0262,0.0262,0.5006
26-JUN-2025,504786,1080.15,1049.95,0.0284,0.0303,0.0303,0.5789
26-JUN-2025,504810,78.03,79.35,-0.0168,0.0436,0.0435,0.8311
26-JUN-2025,504840,1792.80,1784.55,0.0046,0.0246,0.0246,0.4700
26-JUN-2025,504882,2620.40,2620.40,0.0000,0.0262,0.0262,0.5006
26-JUN-2025,504903,31.29,31.84,-0.0174,0.0322,0.0322,0.6152
26-JUN-2025,504908,408.80,417.95,-0.0221,0.0356,0.0355,0.6782
26-JUN-2025,504959,2542.20,2535.00,0.0028,0.0237,0.0236,0.4509
26-JUN-2025,504988,1198.00,1148.55,0.0422,0.0297,0.0298,0.5693
26-JUN-2025,504998,0.44,0.44,0.0000,0.0180,0.0180,0.3439
26-JUN-2025,505036,1791.10,1837.75,-0.0257,0.0311,0.0310,0.5923
26-JUN-2025,505163,1168.35,1141.65,0.0231,0.0352,0.0352,0.6725
26-JUN-2025,505212,178.75,175.35,0.0192,0.0349,0.0348,0.6649
26-JUN-2025,505216,2964.00,3000.00,-0.0121,0.0289,0.0289,0.5521
26-JUN-2025,505232,1238.05,1241.00,-0.0024,0.0284,0.0283,0.5407
26-JUN-2025,505250,83.03,83.21,-0.0022,0.0357,0.0356,0.6801
26-JUN-2025,505285,884.70,902.75,-0.0202,0.0138,0.0139,0.2656
26-JUN-2025,505299,891.30,894.65,-0.0038,0.0397,0.0396,0.7566
26-JUN-2025,505302,2708.70,2423.20,0.1114,0.0340,0.0348,0.6649
26-JUN-2025,505336,1.48,1.41,0.0485,0.1100,0.1097,2.0958
26-JUN-2025,505343,0.72,0.73,-0.0138,0.0290,0.0290,0.5540
26-JUN-2025,505358,226.10,228.80,-0.0119,0.0280,0.0280,0.5349
26-JUN-2025,505502,0.92,0.93,-0.0108,0.0197,0.0196,0.3745
26-JUN-2025,505504,970.45,951.45,0.0198,0.0178,0.0178,0.3401
26-JUN-2025,505515,12.84,13.95,-0.0829,0.0348,0.0352,0.6725
26-JUN-2025,505520,42.56,41.73,0.0197,0.0173,0.0174,0.3324
26-JUN-2025,505523,0.49,0.49,0.0000,0.0297,0.0297,0.5674
26-JUN-2025,505594,32.80,32.80,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,505650,23.78,23.11,0.0286,0.0376,0.0375,0.7164
26-JUN-2025,505681,606.10,619.00,-0.0211,0.0232,0.0232,0.4432
26-JUN-2025,505685,18.11,18.11,0.0000,0.0465,0.0464,0.8865
26-JUN-2025,505690,1879.80,1786.00,0.0512,0.0402,0.0403,0.7699
26-JUN-2025,505693,8.40,8.21,0.0229,0.0297,0.0297,0.5674
26-JUN-2025,505710,105.42,108.29,-0.0269,0.0275,0.0275,0.5254
26-JUN-2025,505712,196.55,191.70,0.0250,0.0330,0.0330,0.6305
26-JUN-2025,505725,1005.85,1005.00,0.0008,0.0191,0.0190,0.3630
26-JUN-2025,505729,73.64,73.10,0.0074,0.0284,0.0283,0.5407
26-JUN-2025,505737,830.00,825.35,0.0056,0.0323,0.0322,0.6152
26-JUN-2025,505750,501.60,503.10,-0.0030,0.0364,0.0363,0.6935
26-JUN-2025,505807,755.00,755.00,0.0000,0.0296,0.0295,0.5636
26-JUN-2025,505827,403.95,399.00,0.0123,0.0228,0.0227,0.4337
26-JUN-2025,505840,34.60,34.38,0.0064,0.0341,0.0341,0.6515
26-JUN-2025,505872,421.60,427.90,-0.0148,0.0362,0.0361,0.6897
26-JUN-2025,505890,2390.20,2364.10,0.0110,0.0259,0.0259,0.4948
26-JUN-2025,505893,1078.45,1075.00,0.0032,0.0384,0.0383,0.7317
26-JUN-2025,505978,2841.10,2828.15,0.0046,0.0291,0.0290,0.5540
26-JUN-2025,506003,69.80,66.48,0.0487,0.0355,0.0356,0.6801
26-JUN-2025,506042,179.25,179.25,0.0000,0.0574,0.0572,1.0928
26-JUN-2025,506105,79.23,79.26,-0.0004,0.0316,0.0315,0.6018
26-JUN-2025,506128,103.00,101.00,0.0196,0.0346,0.0345,0.6591
26-JUN-2025,506134,18.51,17.80,0.0391,0.0311,0.0311,0.5942
26-JUN-2025,506161,3.19,3.19,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,506166,294.40,294.40,0.0000,0.0099,0.0099,0.1891
26-JUN-2025,506178,17.01,17.01,0.0000,0.0021,0.0021,0.0401
26-JUN-2025,506180,667.15,654.10,0.0198,0.0235,0.0235,0.4490
26-JUN-2025,506186,44.50,45.40,-0.0200,0.0344,0.0344,0.6572
26-JUN-2025,506190,52.50,52.50,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,506313,218.60,218.60,0.0000,0.0098,0.0097,0.1853
26-JUN-2025,506365,115.50,117.55,-0.0176,0.0363,0.0362,0.6916
26-JUN-2025,506414,317.25,311.10,0.0196,0.0359,0.0358,0.6840
26-JUN-2025,506520,8.02,7.92,0.0125,0.0300,0.0300,0.5731
26-JUN-2025,506528,4208.00,4205.95,0.0005,0.0350,0.0350,0.6687
26-JUN-2025,506530,1304.30,1304.30,0.0000,0.0285,0.0284,0.5426
26-JUN-2025,506532,830.90,833.35,-0.0029,0.0212,0.0211,0.4031
26-JUN-2025,506543,11.97,11.97,0.0000,0.0344,0.0343,0.6553
26-JUN-2025,506597,609.80,604.00,0.0096,0.0327,0.0326,0.6228
26-JUN-2025,506605,2521.55,2189.50,0.1412,0.0330,0.0344,0.6572
26-JUN-2025,506640,361.00,380.00,-0.0513,0.0304,0.0306,0.5846
26-JUN-2025,506685,511.65,508.90,0.0054,0.0239,0.0238,0.4547
26-JUN-2025,506687,1623.90,1646.00,-0.0135,0.0244,0.0244,0.4662
26-JUN-2025,506734,124.55,122.75,0.0146,0.0288,0.0288,0.5502
26-JUN-2025,506808,80.01,80.58,-0.0071,0.0283,0.0283,0.5407
26-JUN-2025,506854,3395.65,3472.60,-0.0224,0.0327,0.0327,0.6247
26-JUN-2025,506858,62.01,64.20,-0.0347,0.0325,0.0325,0.6209
26-JUN-2025,506863,22.53,22.09,0.0197,0.0223,0.0222,0.4241
26-JUN-2025,506906,3.99,3.97,0.0050,0.0559,0.0557,1.0641
26-JUN-2025,506919,145.65,151.00,-0.0361,0.0356,0.0356,0.6801
26-JUN-2025,506935,70.48,69.97,0.0073,0.0298,0.0297,0.5674
26-JUN-2025,506947,203.70,194.00,0.0488,0.0259,0.0261,0.4986
26-JUN-2025,506975,4.52,4.52,0.0000,0.0205,0.0204,0.3897
26-JUN-2025,506979,66.64,67.08,-0.0066,0.0332,0.0331,0.6324
26-JUN-2025,506981,163.90,157.25,0.0414,0.0333,0.0333,0.6362
26-JUN-2025,507155,176.75,166.05,0.0624,0.0281,0.0283,0.5407
26-JUN-2025,507180,74.50,76.00,-0.0199,0.0336,0.0335,0.6400
26-JUN-2025,507265,208.10,204.05,0.0197,0.0504,0.0503,0.9610
26-JUN-2025,507300,1060.45,1021.95,0.0370,0.0286,0.0286,0.5464
26-JUN-2025,507474,61.19,61.72,-0.0086,0.0355,0.0354,0.6763
26-JUN-2025,507486,40.28,42.21,-0.0468,0.0344,0.0345,0.6591
26-JUN-2025,507498,53.75,52.97,0.0146,0.0281,0.0280,0.5349
26-JUN-2025,507515,16.20,16.50,-0.0183,0.0310,0.0309,0.5903
26-JUN-2025,507530,20.03,20.03,0.0000,0.0045,0.0045,0.0860
26-JUN-2025,507598,120.90,118.35,0.0213,0.0358,0.0357,0.6820
26-JUN-2025,507609,41.49,43.67,-0.0512,0.0332,0.0333,0.6362
26-JUN-2025,507621,82.43,83.06,-0.0076,0.0246,0.0246,0.4700
26-JUN-2025,507645,13047.00,13047.55,-0.0000,0.0235,0.0235,0.4490
26-JUN-2025,507663,2.97,2.97,0.0000,0.0094,0.0093,0.1777
26-JUN-2025,507690,242.75,238.50,0.0177,0.0308,0.0307,0.5865
26-JUN-2025,507753,99.55,98.60,0.0096,0.0264,0.0264,0.5044
26-JUN-2025,507759,17.36,17.40,-0.0023,0.0360,0.0359,0.6859
26-JUN-2025,507808,45.25,45.25,0.0000,0.0243,0.0242,0.4623
26-JUN-2025,507813,122.65,116.20,0.0540,0.0303,0.0305,0.5827
26-JUN-2025,507817,185.00,185.40,-0.0022,0.0332,0.0331,0.6324
26-JUN-2025,507828,11.97,12.03,-0.0050,0.0366,0.0365,0.6973
26-JUN-2025,507833,5.87,5.90,-0.0051,0.0301,0.0300,0.5731
26-JUN-2025,507836,592.85,617.00,-0.0399,0.0281,0.0282,0.5388
26-JUN-2025,507852,95.75,97.70,-0.0202,0.0364,0.0363,0.6935
26-JUN-2025,507864,62.50,59.55,0.0484,0.0385,0.0386,0.7375
26-JUN-2025,507872,55.75,52.94,0.0517,0.0300,0.0301,0.5751
26-JUN-2025,507912,535.15,519.50,0.0297,0.0325,0.0325,0.6209
26-JUN-2025,507917,68.35,67.94,0.0060,0.0262,0.0262,0.5006
26-JUN-2025,507938,19.99,19.99,0.0000,0.0174,0.0173,0.3305
26-JUN-2025,507944,692.60,682.10,0.0153,0.0350,0.0350,0.6687
26-JUN-2025,507946,19.90,19.93,-0.0015,0.0351,0.0350,0.6687
26-JUN-2025,507948,134.50,131.70,0.0210,0.0328,0.0327,0.6247
26-JUN-2025,507952,3.15,3.15,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,507960,280.45,271.00,0.0343,0.0324,0.0324,0.6190
26-JUN-2025,507962,17.64,16.80,0.0488,0.0484,0.0484,0.9247
26-JUN-2025,507966,43.04,43.00,0.0009,0.0424,0.0423,0.8081
26-JUN-2025,507968,192.15,192.15,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,507970,39.00,38.80,0.0051,0.0385,0.0384,0.7336
26-JUN-2025,507981,92.31,93.97,-0.0178,0.0305,0.0304,0.5808
26-JUN-2025,507984,116.72,114.44,0.0197,0.0216,0.0216,0.4127
26-JUN-2025,507987,3.62,3.62,0.0000,0.0031,0.0031,0.0592
26-JUN-2025,507998,129.00,127.75,0.0097,0.0364,0.0363,0.6935
26-JUN-2025,508136,450.00,440.05,0.0224,0.0374,0.0374,0.7145
26-JUN-2025,508486,8115.60,8068.80,0.0058,0.0148,0.0148,0.2828
26-JUN-2025,508494,56.33,56.68,-0.0062,0.0284,0.0283,0.5407
26-JUN-2025,508571,177.90,173.70,0.0239,0.0355,0.0355,0.6782
26-JUN-2025,508664,15.46,15.43,0.0019,0.0288,0.0287,0.5483
26-JUN-2025,508670,3700.00,3670.05,0.0081,0.0223,0.0223,0.4260
26-JUN-2025,508807,939.75,940.80,-0.0011,0.0219,0.0219,0.4184
26-JUN-2025,508867,9.10,9.10,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,508875,604.95,605.00,-0.0001,0.0344,0.0343,0.6553
26-JUN-2025,508905,96.86,92.25,0.0488,0.0367,0.0368,0.7031
26-JUN-2025,508918,50.04,48.12,0.0391,0.0354,0.0354,0.6763
26-JUN-2025,508922,2.90,2.91,-0.0034,0.0334,0.0334,0.6381
26-JUN-2025,508929,73.76,70.25,0.0488,0.0144,0.0148,0.2828
26-JUN-2025,508941,527.70,533.15,-0.0103,0.0197,0.0197,0.3764
26-JUN-2025,508954,117.35,120.80,-0.0290,0.0320,0.0320,0.6114
26-JUN-2025,508956,14.94,14.86,0.0054,0.0347,0.0346,0.6610
26-JUN-2025,508961,155.45,155.45,0.0000,0.0221,0.0220,0.4203
26-JUN-2025,508963,26.49,27.03,-0.0202,0.0325,0.0324,0.6190
26-JUN-2025,508969,3.55,3.60,-0.0140,0.0297,0.0296,0.5655
26-JUN-2025,508980,20.13,20.07,0.0030,0.0318,0.0317,0.6056
26-JUN-2025,508993,2.45,2.45,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,509003,0.13,0.13,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,509015,8.57,8.77,-0.0231,0.0298,0.0298,0.5693
26-JUN-2025,509024,8.46,8.08,0.0460,0.0232,0.0233,0.4451
26-JUN-2025,509026,92.08,97.99,-0.0622,0.0429,0.0430,0.8215
26-JUN-2025,509038,13.17,13.04,0.0099,0.0155,0.0154,0.2942
26-JUN-2025,509040,177.00,169.90,0.0409,0.0380,0.0380,0.7260
26-JUN-2025,509046,65.39,62.39,0.0470,0.0265,0.0266,0.5082
26-JUN-2025,509051,1.05,1.05,0.0000,0.0289,0.0288,0.5502
26-JUN-2025,509053,8.86,8.56,0.0344,0.0296,0.0296,0.5655
26-JUN-2025,509073,16.67,16.79,-0.0072,0.0268,0.0267,0.5101
26-JUN-2025,509162,135.35,135.00,0.0026,0.0296,0.0296,0.5655
26-JUN-2025,509196,89.95,92.04,-0.0230,0.0319,0.0319,0.6094
26-JUN-2025,509423,51.00,51.88,-0.0171,0.0372,0.0371,0.7088
26-JUN-2025,509438,9961.00,9962.85,-0.0002,0.0251,0.0251,0.4795
26-JUN-2025,509449,47.58,45.90,0.0359,0.0359,0.0359,0.6859
26-JUN-2025,509470,24994.65,24584.00,0.0166,0.0293,0.0293,0.5598
26-JUN-2025,509472,439.25,442.00,-0.0062,0.0313,0.0312,0.5961
26-JUN-2025,509486,128.60,127.75,0.0066,0.0291,0.0290,0.5540
26-JUN-2025,509525,1103.95,1084.70,0.0176,0.0262,0.0262,0.5006
26-JUN-2025,509546,46.28,45.35,0.0203,0.0380,0.0379,0.7241
26-JUN-2025,509563,28.99,27.61,0.0488,0.0334,0.0335,0.6400
26-JUN-2025,509597,714.50,703.10,0.0161,0.0376,0.0376,0.7183
26-JUN-2025,509650,38.74,38.74,0.0000,0.0012,0.0012,0.0229
26-JUN-2025,509732,377.20,359.25,0.0488,0.0200,0.0202,0.3859
26-JUN-2025,509760,43.05,43.27,-0.0051,0.0378,0.0377,0.7203
26-JUN-2025,509782,17.95,17.95,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,509835,18.97,19.29,-0.0167,0.0422,0.0421,0.8043
26-JUN-2025,509845,465.25,465.25,0.0000,0.0197,0.0196,0.3745
26-JUN-2025,509870,60.74,60.74,0.0000,0.0040,0.0040,0.0764
26-JUN-2025,509887,779.00,779.00,0.0000,0.0280,0.0279,0.5330
26-JUN-2025,509895,187.95,186.05,0.0102,0.0271,0.0271,0.5177
26-JUN-2025,509910,22.68,22.68,0.0000,0.0331,0.0330,0.6305
26-JUN-2025,509917,53.20,53.20,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,509945,1718.00,1720.00,-0.0012,0.0398,0.0397,0.7585
26-JUN-2025,509960,1940.00,1918.65,0.0111,0.0287,0.0287,0.5483
26-JUN-2025,510245,5.76,5.82,-0.0104,0.0294,0.0294,0.5617
26-JUN-2025,511000,22.01,22.06,-0.0023,0.0347,0.0346,0.6610
26-JUN-2025,511012,1.08,1.13,-0.0453,0.0301,0.0302,0.5770
26-JUN-2025,511018,99.07,97.24,0.0186,0.0291,0.0291,0.5560
26-JUN-2025,511048,5.18,5.18,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,511060,17.00,17.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,511066,49.55,50.09,-0.0108,0.0322,0.0321,0.6133
26-JUN-2025,511074,990.00,990.00,0.0000,0.0045,0.0045,0.0860
26-JUN-2025,511092,5.93,6.05,-0.0200,0.0161,0.0162,0.3095
26-JUN-2025,511096,12.00,12.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,511110,31.49,29.99,0.0488,0.0418,0.0418,0.7986
26-JUN-2025,511116,0.44,0.44,0.0000,0.0324,0.0324,0.6190
