607,VOLTAS,INE226A01021,1311,20
608,HCG,INE075I01017,540.45,20
609,NAM-INDIA,INE298J01013,792.6,20
610,CANFINHOME,INE477A01020,784.3,20
611,COCHINSHIP,INE704P01025,2134,23.46
612,SILVERIETF,INF109KC1Y56,106.03,20
613,TATAINVEST,INE672A01018,6794.5,20
614,PARAS,INE045601015,1592.7,23.06
615,MAPMYINDIA,INE0BV301023,1765.7,20
616,DLF,INE271C01023,854.35,20
617,AGARWALEYE,INE943P01029,401.85,20
618,CARBORUNIV,INE120A01034,978,20
619,NESCO,INE317F01035,1091.2,20
620,GOLDETF,INF769K01JP9,95.13,20
621,SGBJUN27,IN0020190073,9780,10
622,MAHSEAMLES,INE271B01025,736.55,20
623,VBL,INE200M01039,460.3,20
624,BALAMINES,INE050E01027,1672.7,20
625,NAVINFLUOR,INE048G01026,4704.1,20
626,SGBJUL29IV,IN0020210111,9776.2,10
627,JMFINANCIL,INE780C01023,154.77,20
628,AZAD,INE02IJ01035,1595.4,20
629,LIQUIDIETF,INF109KC1KT9,1000,5
630,LALPATHLAB,INE600L01024,2767.2,20
631,JKPAPER,INE789E01012,366.2,20
632,EMSLIMITED,INE0OV601013,627.55,20
633,INDIACEM,INE383A01012,334.35,20
634,BLUEDART,INE233B01017,6291.5,20
635,RELIGARE,INE621H01010,223.85,20
636,HITECH,INE106T01025,102.47,20
637,MOM100,INF247L01023,63.24,7.46
638,RALLIS,INE613A01020,319.65,20
639,EMIL,INE02YR01019,147.28,20.08
640,FINEORG,INE686Y01026,4992,20
641,CIPLA,INE059A01026,1510,9.26
642,LXCHEM,INE576O01020,201.9,20
643,LIQUIDPLUS,INF769K01MY5,1038.34,5
644,TEJASNET,INE010J01012,697.45,21.24
645,MANAPPURAM,INE522D01027,272.9,20
646,SAILIFE,INE570L01029,759.15,20
647,LIQUIDADD,INF740KA1UM0,1078.56,5
648,MAFANG,INF769K01HF4,136.27,20
649,TCS,INE467B01029,3444.8,9
650,EIDPARRY,INE126A01031,1055,20
651,LLOYDSME,INE281B01032,1522.2,20
652,HUDCO,INE031A01017,239.61,21.03
653,SGBFEB28IX,IN0020190545,9795,10
654,POWERMECH,INE211R01019,3100.1,20
655,ADANIGREEN,INE364U01010,981.1,22.41
656,NETWEB,INE0NT901020,1837.6,21.23
657,IDFCFIRSTB,INE092T01019,72.1,20
658,AWFIS,INE108V01019,646.45,20
659,BAJAJ-AUTO,INE917I01010,8389.5,10.89
660,WELENT,INE625G01013,513.5,20
661,PRICOLLTD,INE726V01018,444.95,20
662,JKLAKSHMI,INE786A01032,835.35,20
663,CIGNITITEC,INE675C01017,1755.7,20
664,GRAVITA,INE024L01027,1764.3,22.75
665,BHEL,INE257A01026,261.85,20
666,USHAMART,INE228A01035,336.3,20
667,BOSCHLTD,INE323A01026,31755,20
668,BIKAJI,INE00E101023,715.55,20
669,RATEGAIN,INE0CLI01024,443.5,20
670,MAHSCOOTER,INE288A01013,13945,20
671,DABUR,INE016A01026,480.25,20
672,CHENNPETRO,INE178A01016,667.9,20.1
673,EQUITASBNK,INE063P01018,67.77,20
674,JBMA,INE927D01051,637.55,21.21
675,KRBL,INE001B01026,359.3,20
676,SENCO,INE602W01027,346.95,20.35
677,NIFTYBEES,INF204KB14I2,283.41,6
678,CPSEETF,INF457M01133,92.98,20
679,KEI,INE878B01027,3806,20
680,ARKADE,INE0QRL01017,194.39,20
681,JUBLFOOD,INE797F01020,713,20
682,SBILIFE,INE123W01016,1842.7,9.31
683,SOLARINDS,INE343H01029,17000,20
684,PARAGMILK,INE883N01014,227.89,20
685,ZEEL,INE256A01028,146.41,21.29
686,SONATSOFTW,INE269A01021,413.65,20
687,CCL,INE421D01022,846.75,20
688,OFSS,INE881D01027,9177.5,20
689,HEMIPROP,INE0AJG01018,138.02,20
690,CUMMINSIND,INE298A01020,3318.9,20
691,AJAXENGG,INE274Y01021,636.45,20
692,SGBDE31III,IN0020230168,10268.79,10
693,NBCC,INE095N01031,124.9,20.55
694,CAMS,INE596I01012,4224.2,20
695,INDIGOPNTS,INE09VQ01012,1175.1,20
696,SGBOC28VII,IN0020200203,9926.9,10
697,NAZARA,INE418L01021,1318.6,20
698,STYRENIX,INE189B01011,3223.2,20
699,MPHASIS,INE356A01018,2752.6,20
700,JUBLINGREA,INE0BY001018,739.95,20
701,SGBAUG30,IN0020220078,10100.15,10
702,BBTC,INE050A01025,1926,20
703,NIFTYETF,INF769K01EG9,270.39,6
704,BAYERCROP,INE462A01022,5750,20
705,HFCL,INE548A01028,87.15,20.9
706,CRISIL,INE007A01025,5939,20
707,POWERGRID,INE752E01010,290.45,10.93
708,GESHIP,INE017A01032,986,20
709,APOLLOTYRE,INE438A01022,451.05,20
710,CELLO,INE0LMW01024,580.2,20
711,ANANDRATHI,INE463V01026,2069.6,20
712,SGBDEC2512,IN0020170141,9790.33,10
713,EMUDHRA,INE01QM01018,770.2,20
714,SUNTV,INE424H01027,593.55,20
715,SGBFEB32IV,IN0020230184,10665.36,10
716,ITDCEM,INE686A01026,866.5,20
717,KIRIINDUS,INE415I01015,583.25,21.01
718,RHIM,INE743M01012,482.55,20
719,ROUTE,INE450U01017,986.9,20
720,BAJAJHIND,INE306A01021,24.33,20.91
721,AGI,INE415A01038,816.95,20.68
722,BRIGADE,INE791I01019,1158,20
723,GULFOILLUB,INE635Q01029,1217.4,20
724,NH,INE410P01011,2058.7,20
725,SGBMR29XII,IN0020200427,9782.6,10
726,WOCKPHARMA,INE049B01025,1718.9,23.46
727,IKS,INE115Q01022,1597,20
728,GILT5YBEES,INF204KC1030,62.37,10
729,GOLDIETF,INF109KC1NT3,83.78,20
730,ASTRAMICRO,INE386C01029,1059.6,20
731,KIRLOSBROS,INE732A01036,2161,22.55
732,NESTLEIND,INE239A01024,2404.4,9
733,UNIONBANK,INE692A01016,144.3,20
734,PRUDENT,INE00F201020,2710.2,22.66
735,MOTHERSON,INE775A01035,153.36,20
736,NAVA,INE725A01030,593.95,20.77
737,ERIS,INE406M01024,1627.9,20
738,EIHOTEL,INE230A01023,363.45,20
739,TITAGARH,INE615H01020,924.4,21.27
740,CHOLAHLDNG,INE149A01033,2028.4,20
741,DEVYANI,INE872J01023,172.21,20
742,EPIGRAL,INE071N01016,1817.2,20.14
743,SKFINDIA,INE640A01023,4692.3,20
744,SGBJUN31I,IN0020230069,10129.75,10
745,TATAGOLD,INF277KA1976,9.51,20
746,METROBRAND,INE317I01021,1140.4,20
747,TORNTPOWER,INE813H01021,1461.9,20
748,IRCON,INE962Y01021,203.29,23.03
749,POONAWALLA,INE511C01022,438.7,20
750,LEMONTREE,INE970X01018,138.77,20
751,JINDALSTEL,INE749A01030,919.9,20
752,360ONE,INE466L01038,1190,20
753,BLS,INE153T01027,369.25,20
754,COHANCE,INE03QK01018,976.9,20
755,BBL,INE464A01036,3153.1,22.51
756,INDIAMART,INE933S01016,2660.6,20
757,VGUARD,INE951I01027,381.9,20
758,MANYAVAR,INE825V01034,799.85,20
759,DYNAMATECH,INE221B01012,7149,20
760,CESC,INE486A01021,172.4,20
761,SJS,INE284S01014,1283.1,20
762,VENKEYS,INE398A01010,1612.8,20
763,ADANIPOWER,INE814H01011,557,20
764,OLAELEC,INE0LXG01040,43.26,20
765,LUXIND,INE150G01020,1451.6,20
766,GSFC,INE026A01025,203.11,20
767,ALEMBICLTD,INE426A01027,115.12,20
768,COALINDIA,INE522F01014,391.75,10.89
769,SUNTECK,INE805D01034,447.05,20
770,MEDANTA,INE474Q01031,1127.3,20
771,AEGISLOG,INE208C01025,796.1,21.8
772,GLAXO,INE159A01016,3258.8,20
773,VSTIND,INE710A01016,290.85,20
774,ASAHIINDIA,INE439A01020,698.75,20
775,PFC,INE134E01011,412.9,20
776,CRAFTSMAN,INE00LO01017,5465.5,20
777,QUADFUTURE,INE0LRY01011,490.85,23.34
778,LIQUIDSBI,INF200KA13Z8,1000,5
779,SGBFEB29XI,IN0020200393,9935,10
780,KCP,INE805C01028,205.04,20
781,SGBJAN27,IN0020180462,9800,10
782,SAPPHIRE,INE806T01020,328.65,20
783,ICIL,INE483B01026,290.55,22.22
784,SHYAMMETL,INE810G01011,844.35,20
785,INOXWIND,INE066P01011,175.36,22.61
786,CROMPTON,INE299U01018,354.85,20
787,AUTOIETF,INF109KC10V2,24.33,20
788,JPPOWER,INE351F01018,18.04,20
789,HEG,INE545A01024,493.75,20
790,EBBETF0433,INF754K01QX0,1249.07,20
791,SETFNIFBK,INF200KA1580,576.55,20
792,WELCORP,INE191B01025,936.75,20
793,HDFCGOLD,INF179KC1981,83.66,20
794,CAMPUS,INE278Y01022,284.6,20
795,FIRSTCRY,INE02RE01045,339.15,20
796,TECHNOE,INE285K01026,1504.1,21.65
797,JSL,INE220G01021,673.6,20
798,SGBFEB27,IN0020180561,9799,10
799,GREAVESCOT,INE224A01026,203.79,21.52
800,EASEMYTRIP,INE07O001026,10.66,20
801,ELECON,INE205B01031,639.1,20.66
802,MTARTECH,INE864I01014,1613.6,20
803,KPIL,INE220B01022,1230,20
804,AARTIIND,INE769A01020,470.6,20
805,NETWORK18,INE870H01013,61.82,20.6
806,VOLTAMP,INE540H01012,8800,21.65
807,IRCTC,INE335Y01020,767.55,20
808,BANKIETF,INF109KC15I8,57.68,20
809,FACT,INE188A01015,1037.95,23.34
810,NUVAMA,INE531F01015,7504.5,20
811,RKFORGE,INE399G01023,681.4,20
812,SGBJAN29X,IN0020200385,9837.2,10
813,GNFC,INE113A01013,553.65,20
814,ETHOSLTD,INE04TZ01018,2629.7,20
815,KPITTECH,INE04I401011,1295.4,20
816,DCMSHRIRAM,INE499A01024,1200.6,20
817,LTTS,INE010V01017,4360.4,20
818,GRAPHITE,INE371A01025,558.3,20
819,MAXHEALTH,INE027H01010,1239,20
820,GODREJAGRO,INE850D01014,765.3,20
821,JKIL,INE576I01022,737.05,20
822,IDEA,INE669E01016,7.13,24.3
823,SJVN,INE002L01015,100.79,20
824,AIAENG,INE212H01026,3298.6,20
825,ALLCARGO,INE418H01029,35.41,20
826,RITES,INE320J01015,279.2,20.17
827,EPL,INE255A01020,239.69,20
828,MARICO,INE196A01026,704.9,20
829,GRANULES,INE101D01020,493.75,20
830,ICICIBANK,INE090A01021,1425.8,9
831,AXITA,INE02EZ01022,9,20
832,HDFCSML250,INF179KC1FB2,175.66,7.7
833,ZENTEC,INE251B01027,1895,23.6
834,ASIANPAINT,INE021A01026,2279.9,9
835,RIIL,INE046A01015,977.55,20
836,BALMLAWRIE,INE164A01016,212.63,20
837,CASTROLIND,INE172A01027,211.3,20
838,IRB,INE821I01022,49.78,20
839,TAJGVK,INE586B01026,407,21.57
