MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,       140.45,       140.95,       140.95,       140.95,       140.95,                   140950.00,1000, ,       154.95,        88.00
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        41.50,        41.50,        41.50,        40.15,        41.00,                   658400.00,16000, ,        99.75,        38.00
N,SM,INDIFRA,INDIFRA LIMITED,        22.70,        23.00,        24.50,        23.00,        23.10,                   377000.00,16000, ,        38.65,        12.65
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       290.00,       298.50,       298.50,       296.00,       296.65,                  1040400.00,3500, ,       392.50,       178.05
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       485.60,       486.00,       490.00,       480.05,       485.00,                  1937240.00,4000, ,       575.00,       223.05
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        19.35,        19.35,        19.60,        19.15,        19.60,                   233300.00,12000, ,        36.95,        18.50
N,SM,INTEGRITY,INTEGRITY INFRABUILD DE L,       101.05,       101.10,       101.10,       101.10,       101.10,                   242640.00,2400, ,       107.00,       100.00
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        35.25,        36.00,        36.95,        36.00,        36.95,                   289900.00,8000, ,        67.60,        29.95
N,SM,IWARE,IWARE SUPPLYCHAIN SER LTD,        88.75,        88.00,        89.40,        85.00,        87.35,                  5217960.00,60000, ,        97.00,        70.05
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       233.05,       231.00,       235.50,       229.00,       233.20,                  6115275.00,26500, ,       456.00,       178.05
