10,26062025,0.00,05,0016695
20,0MOFSL26,N1,INE338I07156,0.00,0.00,10.00,0.00,0.00,10.00
20,0MOFSL27,N3,INE338I07099,0.00,0.00,10.00,0.00,0.00,10.00
20,0NHIT34,N0,INE0H7R07066,0.00,0.00,10.00,0.00,0.00,10.00
20,0NHIT35,N0,INE0H7R07058,0.00,0.00,10.00,0.00,0.00,10.00
20,0RL34,N0,INE020B08FJ3,0.00,0.00,10.00,0.00,0.00,10.00
20,0SCL26,YR,INE148I07SF0,0.00,0.00,10.00,0.00,0.00,10.00
20,0SCL27,YW,INE148I07SK0,0.00,0.00,10.00,0.00,0.00,10.00
20,1003IIFL29,NC,INE413U07301,0.00,0.00,10.00,0.00,0.00,10.00
20,1003ISFL28,N4,INE413U07269,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SCFL31,Z4,INE148I07SX3,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SCL30,BW,INE148I07PN0,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SCL30A,NV,INE148I07QX7,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SCL31,ZQ,INE148I07TW3,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SCL31A,N1,INE148I07UR1,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SCL31P,N1,INE148I07VA5,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SCL32,N1,INE148I07WM8,0.00,0.00,10.00,0.00,0.00,10.00
20,1003SFIL28,NX,INE244L07556,0.00,0.00,10.00,0.00,0.00,10.00
20,1010CLIX25,N1,INE157D07EG0,0.00,0.00,10.00,0.00,0.00,10.00
20,10157PCP27,N0,INE389Z07054,0.00,0.00,10.00,0.00,0.00,10.00
20,1015CLIX25,N0,INE157D07EF2,0.00,0.00,10.00,0.00,0.00,10.00
20,1015ECL29,NR,INE804IA7014,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCFL29,YY,INE148I07SS3,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCL28,NR,INE148I07QR9,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCL28A,AL,INE148I07OH5,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCL28B,AZ,INE148I07OW4,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCL29,ZL,INE148I07TR3,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCL29B,N1,INE148I07UK6,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCL29T,N1,INE148I07VO6,0.00,0.00,10.00,0.00,0.00,10.00
20,1015SCL30,N1,INE148I07WT3,0.00,0.00,10.00,0.00,0.00,10.00
20,1015UCL26,N1,INE583D07505,0.00,0.00,10.00,0.00,0.00,10.00
20,1015UCL27,NF,INE583D07604,0.00,0.00,10.00,0.00,0.00,10.00
20,1018GS2026,GS,IN0020010081,0.00,0.00,10.00,0.00,0.00,10.00
20,1020CCSP27,N0,INE157D07EJ4,0.00,0.00,10.00,0.00,0.00,10.00
20,1025IIFL30,Y3,INE530B07492,0.00,0.00,10.00,0.00,0.00,10.00
20,1025NFL25,N5,INE342T07379,0.00,0.00,10.00,0.00,0.00,10.00
20,1025SCFL34,Z5,INE148I07SV7,0.00,0.00,10.00,0.00,0.00,10.00
